order_id,item_id,order_type,site
1,830,real,F20
1,550,real,F20
1,610,real,F20
1,280,real,F20
1,110,real,F20
2,970,real,F18
2,730,real,F18
2,760,real,F18
2,640,real,F18
2,390,real,F18
3,190,real,F11
3,300,real,F11
3,140,real,F11
3,480,real,F11
3,440,real,F11
4,320,real,F20
4,800,real,F20
5,640,real,F20
6,450,real,F20
6,660,real,F20
6,1040,real,F20
6,960,real,F20
7,1020,real,F20
7,920,real,F20
7,790,real,F20
7,330,real,F20
7,180,real,F20
8,950,real,F20
8,710,real,F20
9,820,real,F20
10,120,real,F20
10,550,real,F20
10,770,real,F20
10,520,real,F20
10,700,real,F20
11,310,real,F20
11,470,real,F20
11,290,real,F20
11,410,real,F20
11,1030,real,F20
12,610,real,F20
12,330,real,F20
13,750,real,F20
14,240,real,F6
14,460,real,F6
14,190,real,F6
15,710,real,F20
15,1080,real,F20
16,580,real,F9
16,180,real,F9
17,240,real,F20
17,540,real,F20
17,1090,real,F20
17,920,real,F20
17,480,real,F20
18,850,real,F20
19,250,real,F9
19,130,real,F9
20,850,real,F15
20,220,real,F15
21,630,real,F20
21,880,real,F20
21,770,real,F20
21,520,real,F20
22,700,real,F14
23,990,real,F20
23,620,real,F20
24,150,real,F4
24,180,real,F4
24,340,real,F4
25,120,real,F7
26,410,real,F20
26,800,real,F20
26,790,real,F20
26,900,real,F20
26,100,real,F20
27,680,real,F20
27,540,real,F20
27,670,real,F20
27,660,real,F20
27,290,real,F20
28,530,real,F20
28,1030,real,F20
28,540,real,F20
28,470,real,F20
29,440,real,F20
29,990,real,F20
29,220,real,F20
29,650,real,F20
29,860,real,F20
30,100,real,F10
30,340,real,F10
30,250,real,F10
30,570,real,F10
31,970,real,F15
32,620,real,F20
32,550,real,F20
32,240,real,F20
32,1030,real,F20
32,390,real,F20
33,1070,real,F20
33,880,real,F20
33,710,real,F20
33,570,real,F20
33,1060,real,F20
34,990,real,F20
34,880,real,F20
34,710,real,F20
34,870,real,F20
34,180,real,F20
35,260,real,F20
35,100,real,F20
35,940,real,F20
36,760,real,F20
36,280,real,F20
37,640,real,F20
37,540,real,F20
38,490,real,F20
38,1040,real,F20
38,220,real,F20
38,1070,real,F20
38,500,real,F20
39,140,real,F13
39,760,real,F13
40,610,real,F20
41,790,real,F20
41,760,real,F20
41,640,real,F20
41,490,real,F20
41,440,real,F20
42,230,real,F20
42,970,real,F20
43,1030,real,F20
43,300,real,F20
43,870,real,F20
43,290,real,F20
44,180,real,F14
44,390,real,F14
44,740,real,F14
45,640,real,F16
45,380,real,F16
45,690,real,F16
45,920,real,F16
46,180,real,F18
46,650,real,F18
46,630,real,F18
46,700,real,F18
47,610,real,F20
47,410,real,F20
48,1020,real,F20
48,170,real,F20
48,760,real,F20
48,450,real,F20
49,750,real,F20
49,570,real,F20
49,790,real,F20
49,630,real,F20
50,330,real,F11
50,250,real,F11
50,140,real,F11
50,130,real,F11
51,310,real,F20
51,460,real,F20
51,730,real,F20
52,360,real,F10
53,250,real,F10
