order_id,item_id,order_type,site
1,660,real,F14
1,330,real,F14
2,570,real,F20
2,880,real,F20
3,350,real,F16
3,850,real,F16
4,580,real,F20
4,330,real,F20
5,170,real,F10
5,450,real,F10
5,530,real,F10
5,330,real,F10
6,490,real,F17
6,860,real,F17
6,610,real,F17
6,900,real,F17
6,870,real,F17
7,530,real,F2
7,1070,real,F2
7,830,real,F2
7,130,real,F2
7,420,real,F2
8,240,real,F11
8,530,real,F11
8,550,real,F11
9,220,real,F9
9,480,real,F9
10,290,real,F20
10,800,real,F20
10,480,real,F20
10,670,real,F20
10,240,real,F20
11,160,real,F5
12,140,real,F20
12,480,real,F20
12,780,real,F20
13,140,real,F13
13,170,real,F13
13,100,real,F13
13,270,real,F13
13,610,real,F13
14,990,real,F20
14,1070,real,F20
14,230,real,F20
14,1060,real,F20
14,330,real,F20
15,460,real,F18
15,990,real,F18
15,160,real,F18
15,190,real,F18
15,1040,real,F18
16,210,real,F14
16,750,real,F14
16,780,real,F14
16,240,real,F14
17,680,real,F20
17,500,real,F20
17,310,real,F20
17,1070,real,F20
18,120,real,F20
18,790,real,F20
19,720,real,F20
19,280,real,F20
19,440,real,F20
19,270,real,F20
20,680,real,F20
20,190,real,F20
20,540,real,F20
21,380,real,F20
21,960,real,F20
22,170,real,F20
22,950,real,F20
22,250,real,F20
22,1030,real,F20
23,560,real,F20
23,900,real,F20
23,870,real,F20
24,900,real,F20
24,350,real,F20
25,1030,real,F20
26,130,real,F20
26,650,real,F20
26,1000,real,F20
26,380,real,F20
26,1070,real,F20
27,630,real,F20
27,510,real,F20
27,820,real,F20
27,180,real,F20
27,370,real,F20
28,600,real,F20
28,630,real,F20
28,490,real,F20
28,340,real,F20
29,750,real,F20
29,700,real,F20
29,570,real,F20
29,920,real,F20
29,1020,real,F20
30,460,real,F20
30,100,real,F20
30,630,real,F20
30,900,real,F20
30,740,real,F20
31,520,real,F20
31,900,real,F20
31,350,real,F20
31,1000,real,F20
31,600,real,F20
32,630,real,F20
32,760,real,F20
32,410,real,F20
32,860,real,F20
32,880,real,F20
33,280,real,F2
33,510,real,F2
34,810,real,F20
34,1070,real,F20
34,650,real,F20
34,380,real,F20
34,500,real,F20
35,730,real,F20
35,1090,real,F20
36,880,real,F20
36,1000,real,F20
36,490,real,F20
37,230,real,F15
37,650,real,F15
37,780,real,F15
37,250,real,F15
37,830,real,F15
38,480,real,F20
39,530,real,F16
39,310,real,F16
39,860,real,F16
39,510,real,F16
39,160,real,F16
40,340,real,F7
41,940,real,F18
41,140,real,F18
41,360,real,F18
42,340,real,F20
42,1060,real,F20
43,1060,real,F20
43,130,real,F20
43,1050,real,F20
43,120,real,F20
44,500,real,F19
44,720,real,F19
44,1010,real,F19
44,530,real,F19
44,210,real,F19
45,210,real,F12
45,490,real,F12
45,670,real,F12
46,150,real,F13
46,590,real,F13
47,590,real,F10
47,360,real,F10
47,560,real,F10
48,280,real,F20
48,330,real,F20
48,300,real,F20
48,880,real,F20
48,850,real,F20
49,490,real,F20
49,270,real,F20
49,770,real,F20
49,320,real,F20
49,520,real,F20
50,430,real,F20
50,970,real,F20
50,590,real,F20
51,860,real,F20
51,780,real,F20
52,650,real,F13
53,1060,real,F20
53,460,real,F20
53,470,real,F20
53,500,real,F20
53,420,real,F20
54,150,real,F20
54,600,real,F20
54,800,real,F20
54,180,real,F20
55,380,real,F7
55,420,real,F7
56,470,real,F20
56,410,real,F20
56,1060,real,F20
57,950,real,F20
57,550,real,F20
58,150,real,F11
58,330,real,F11
58,280,real,F11
59,230,real,F20
59,900,real,F20
60,680,real,F20
60,1020,real,F20
60,900,real,F20
60,580,real,F20
60,840,real,F20
61,850,real,F20
61,560,real,F20
61,710,real,F20
61,860,real,F20
61,140,real,F20
62,950,real,F20
62,490,real,F20
63,830,real,F20
63,120,real,F20
63,720,real,F20
63,460,real,F20
63,1000,real,F20
64,230,real,F20
64,840,real,F20
64,1030,real,F20
64,740,real,F20
65,760,real,F20
65,520,real,F20
65,420,real,F20
65,970,real,F20
65,830,real,F20
66,110,real,F20
66,390,real,F20
66,230,real,F20
67,930,real,F18
68,300,real,F14
68,230,real,F14
68,330,real,F14
68,760,real,F14
68,750,real,F14
69,340,real,F8
70,350,real,F15
70,140,real,F15
70,420,real,F15
70,700,real,F15
71,620,real,F20
71,790,real,F20
71,300,real,F20
71,840,real,F20
71,350,real,F20
72,730,real,F13
72,630,real,F13
73,770,real,F20
74,230,real,F20
74,1000,real,F20
74,480,real,F20
75,130,real,F7
76,530,real,F10
77,330,real,F20
77,680,real,F20
77,440,real,F20
78,430,real,F15
78,320,real,F15
78,470,real,F15
78,440,real,F15
79,310,real,F20
79,520,real,F20
79,660,real,F20
80,410,real,F9
80,440,real,F9
80,390,real,F9
81,320,real,F20
81,620,real,F20
81,1020,real,F20
82,150,real,F20
82,270,real,F20
82,140,real,F20
82,1020,real,F20
83,970,real,F20
84,550,real,F20
85,290,real,F18
85,310,real,F18
85,1000,real,F18
86,100,real,F17
86,880,real,F17
86,480,real,F20
87,630,real,F15
87,680,real,F15
87,520,real,F15
88,900,real,F20
88,880,real,F20
88,510,real,F20
88,990,real,F20
89,160,real,F3
90,1080,real,F20
90,390,real,F20
91,530,real,F13
91,620,real,F13
92,970,real,F20
92,1020,real,F20
92,540,real,F20
93,390,real,F2
93,420,real,F2
94,790,real,F20
95,350,real,F20
95,460,real,F20
95,690,real,F20
96,1010,real,F18
97,720,real,F13
97,550,real,F13
98,530,real,F20
98,340,real,F20
98,1090,real,F20
98,960,real,F20
99,920,real,F20
100,420,real,F20
100,230,real,F20
100,400,real,F20
100,1060,real,F20
101,210,real,F20
101,680,real,F20
101,640,real,F20
101,840,real,F20
102,890,real,F20
102,600,real,F20
102,170,real,F20
102,590,real,F20
103,740,real,F20
103,260,real,F20
103,470,real,F20
103,1010,real,F20
104,810,real,F20
104,1090,real,F20
105,1010,real,F17
105,880,real,F17
106,960,real,F20
106,1010,real,F20
106,250,real,F20
106,670,real,F20
107,190,real,F18
107,650,real,F18
107,890,real,F18
107,930,real,F18
108,900,real,F20
108,670,real,F20
108,400,real,F20
109,630,real,F20
109,640,real,F20
109,750,real,F19
109,940,real,F20
109,920,real,F20
110,1080,real,F20
110,870,real,F20
111,1050,real,F20
111,740,real,F20
111,920,real,F20
111,640,real,F20
112,940,real,F17
113,510,real,F12
114,470,real,F20
114,430,real,F20
114,1070,real,F20
114,240,real,F20
115,960,real,F20
115,390,real,F20
116,820,real,F14
117,170,real,F14
117,570,real,F14
117,260,real,F14
118,190,real,F7
118,290,real,F7
119,950,real,F19
119,140,real,F19
120,120,real,F15
120,760,real,F15
121,940,real,F20
121,610,real,F20
121,540,real,F20
121,210,real,F20
121,650,real,F20
122,740,real,F15
123,940,real,F20
123,540,real,F20
123,410,real,F20
123,570,real,F20
123,960,real,F20
124,630,real,F18
124,250,real,F18
124,280,real,F18
124,690,real,F18
124,150,real,F18
125,840,real,F15
125,410,real,F15
126,1030,real,F20
126,190,real,F20
126,470,real,F20
126,670,real,F20
126,480,real,F20
127,290,real,F16
127,460,real,F16
127,530,real,F16
127,180,real,F16
127,750,real,F16
128,200,real,F20
128,260,real,F20
128,100,real,F20
128,970,real,F20
128,1010,real,F20
129,180,real,F4
130,690,real,F20
130,680,real,F20
131,210,real,F20
131,860,real,F20
131,590,real,F20
131,430,real,F20
132,100,real,F20
132,330,real,F20
132,720,real,F20
132,140,real,F20
132,580,real,F20
133,170,real,F3
134,230,real,F20
134,930,real,F20
134,180,real,F20
135,580,real,F20
135,860,real,F20
135,180,real,F20
135,150,real,F20
136,960,real,F17
136,660,real,F20
137,460,real,F9
137,290,real,F9
138,580,real,F17
138,680,real,F17
139,610,real,F20
139,210,real,F20
139,390,real,F20
139,780,real,F20
140,390,real,F17
140,210,real,F17
140,270,real,F17
140,870,real,F17
140,190,real,F17
141,120,real,F19
141,440,real,F19
142,240,real,F20
142,210,real,F20
142,140,real,F20
142,1080,real,F20
142,220,real,F20
143,940,real,F18
