item_id,site,lead_16,lead_0
100,F11,3,1
100,F12,1,2
100,F14,3,5
100,F15,1,1
100,F16,3,2
100,F17,1,3
100,F18,4,1
100,F19,2,4
100,F20,43,36
100,F3,3,1
100,F5,3,2
100,F6,3,2
100,F8,1,1
100,F9,3,2
110,F10,3,2
110,F11,3,3
110,F12,3,1
110,F15,1,2
110,F16,2,3
110,F17,2,3
110,F18,3,3
110,F19,3,1
110,F20,49,40
110,F3,4,1
110,F4,2,2
110,F5,4,3
110,F6,3,2
110,F7,2,0
110,F8,2,1
120,F11,2,2
120,F12,3,2
120,F13,1,4
120,F14,2,2
120,F16,2,3
120,F17,1,3
120,F18,1,3
120,F19,3,1
120,F2,1,0
120,F20,51,39
120,F3,2,0
120,F4,3,2
120,F5,2,3
120,F6,1,1
120,F7,1,1
120,F8,4,1
120,F9,1,3
130,F10,1,1
130,F11,2,0
130,F12,1,0
130,F13,2,2
130,F14,2,2
130,F15,4,2
130,F16,1,1
130,F17,4,1
130,F18,4,4
130,F19,4,3
130,F2,1,0
130,F20,39,42
130,F5,1,2
130,F6,2,3
130,F8,1,1
130,F9,1,1
140,F10,1,3
140,F11,6,3
140,F12,2,4
140,F13,3,1
140,F14,4,1
140,F15,4,4
140,F16,7,3
140,F17,4,3
140,F18,1,0
140,F19,3,1
140,F2,2,0
140,F20,43,41
140,F3,2,2
140,F4,6,0
140,F6,1,0
140,F7,2,2
140,F9,1,0
150,F10,2,2
150,F11,3,3
150,F13,2,0
150,F14,1,4
150,F16,3,4
150,F19,3,1
150,F20,34,34
150,F3,3,3
150,F4,4,1
150,F6,3,2
150,F8,2,1
160,F10,2,1
160,F12,4,5
160,F14,3,2
160,F15,1,5
160,F16,3,7
160,F17,2,0
160,F18,4,0
160,F19,3,4
160,F20,51,45
160,F3,5,3
160,F4,2,1
160,F5,3,2
160,F6,4,0
160,F7,2,0
160,F8,1,1
170,F1,1,0
170,F10,2,3
170,F11,4,2
170,F12,1,2
170,F13,2,4
170,F15,3,2
170,F16,3,3
170,F18,2,3
170,F19,2,4
170,F20,48,38
170,F3,4,3
170,F4,3,1
170,F5,1,0
170,F6,1,1
170,F8,1,0
170,F9,2,1
180,F10,1,0
180,F11,3,3
180,F13,2,0
180,F14,1,1
180,F15,2,1
180,F16,2,3
180,F17,2,2
180,F18,1,0
180,F19,3,4
180,F20,40,43
180,F3,3,3
180,F5,4,1
180,F6,3,0
190,F10,2,2
190,F11,3,2
190,F12,2,2
190,F13,2,4
190,F14,3,1
190,F15,3,1
190,F16,1,2
190,F17,2,1
190,F18,1,1
190,F19,2,4
190,F20,54,38
190,F5,2,2
190,F6,2,1
190,F7,1,1
190,F8,1,1
190,F9,1,1
200,F10,1,1
200,F11,3,3
200,F12,1,1
