item_id,site,lead_15,lead_0
100,F10,1,0
100,F12,5,2
100,F13,2,2
100,F15,1,1
100,F16,1,2
100,F18,8,1
100,F19,2,4
100,F20,40,36
100,F3,5,1
100,F4,3,1
100,F5,1,2
100,F8,1,1
100,F9,1,2
110,F10,1,2
110,F11,1,3
110,F12,2,1
110,F13,1,1
110,F14,1,2
110,F15,3,2
110,F16,1,3
110,F17,5,3
110,F18,3,3
110,F19,4,1
110,F20,47,40
110,F3,2,1
110,F4,2,2
110,F5,2,3
110,F6,1,2
110,F7,1,0
110,F8,1,1
110,F9,4,2
120,F1,1,0
120,F10,1,3
120,F11,2,2
120,F12,1,2
120,F13,1,4
120,F14,2,2
120,F15,3,3
120,F16,5,3
120,F17,1,3
120,F18,2,3
120,F19,4,1
120,F20,53,39
120,F3,3,0
120,F5,1,3
120,F6,1,1
120,F8,1,1
120,F9,4,3
130,F10,1,1
130,F11,2,0
130,F12,2,0
130,F14,1,2
130,F15,2,2
130,F16,3,1
130,F17,2,1
130,F18,2,4
130,F19,3,3
130,F2,1,0
130,F20,49,42
130,F3,3,2
130,F4,3,4
130,F5,1,2
130,F6,2,3
130,F7,2,0
130,F8,3,1
130,F9,5,1
140,F10,2,3
140,F11,3,3
140,F15,5,4
140,F17,2,3
140,F18,2,0
140,F19,3,1
140,F2,1,0
140,F20,43,41
140,F3,3,2
140,F4,5,0
140,F5,1,1
140,F6,2,0
140,F7,1,2
140,F8,4,1
140,F9,2,0
150,F10,1,2
150,F11,1,3
150,F13,2,0
150,F14,2,4
150,F15,4,2
150,F16,1,4
150,F17,3,5
150,F18,4,1
150,F19,2,1
150,F20,51,34
150,F3,2,3
150,F4,1,1
150,F5,1,0
150,F7,5,1
150,F8,1,1
160,F10,2,1
160,F11,1,2
160,F13,3,3
160,F14,4,2
160,F15,5,5
160,F16,3,7
160,F17,6,0
160,F19,1,4
160,F2,2,1
160,F20,50,45
160,F3,1,3
160,F4,2,1
160,F5,3,2
160,F6,3,0
160,F7,3,0
160,F9,1,2
170,F10,1,3
170,F12,2,2
170,F13,2,4
170,F14,1,5
170,F15,3,2
170,F16,2,3
170,F17,2,1
170,F18,1,3
170,F19,2,4
170,F2,2,0
170,F20,59,38
170,F3,2,3
170,F4,2,1
170,F5,1,0
170,F6,2,1
170,F7,1,1
170,F8,1,0
180,F1,1,0
180,F10,1,0
180,F11,1,3
180,F12,1,0
180,F13,1,0
180,F14,2,1
180,F15,2,1
180,F16,1,3
180,F17,2,2
180,F18,3,0
180,F20,55,43
180,F3,1,3
180,F4,1,2
180,F5,2,1
180,F6,1,0
180,F7,1,1
180,F9,3,2
190,F10,2,2
190,F11,1,2
190,F13,5,4
190,F14,3,1
190,F15,4,1
190,F16,4,2
190,F17,4,1
190,F18,2,1
190,F19,2,4
190,F20,50,38
190,F3,5,6
190,F4,1,6
190,F5,3,2
190,F6,2,1
190,F9,1,1
200,F10,1,1
200,F11,3,3
200,F12,5,1
200,F14,3,2
200,F15,4,1
200,F16,2,4
200,F17,2,3
200,F18,2,3
200,F19,1,3
200,F20,44,47
200,F3,1,3
200,F4,1,0
200,F5,2,4
200,F6,1,2
200,F7,5,1
200,F8,1,0
200,F9,2,2
210,F1,1,0
210,F10,2,1
210,F11,3,0
210,F12,3,3
210,F14,1,3
210,F15,2,5
210,F16,2,2
210,F17,2,2
210,F18,2,4
210,F19,3,1
210,F2,1,0
210,F20,47,34
210,F4,1,2
210,F5,3,3
210,F6,2,3
210,F7,1,1
210,F8,1,2
210,F9,2,1
220,F1,2,0
220,F12,3,5
220,F13,2,2
220,F14,5,4
220,F15,4,3
220,F16,1,4
220,F17,2,2
220,F18,2,3
220,F19,5,4
220,F20,60,37
220,F4,3,4
220,F5,1,4
220,F6,1,0
220,F8,1,1
230,F10,1,1
230,F11,2,1
230,F12,4,3
230,F13,4,1
230,F14,1,2
230,F15,3,0
230,F16,1,2
230,F17,3,3
230,F18,2,3
230,F19,2,2
230,F2,1,1
230,F20,55,42
230,F4,1,2
230,F5,1,3
230,F6,1,1
230,F8,3,3
230,F9,1,0
240,F10,1,3
240,F11,2,3
240,F13,2,5
240,F14,2,1
240,F15,4,3
240,F16,2,0
240,F17,3,3
240,F18,3,5
240,F19,3,1
240,F20,54,49
240,F5,3,3
240,F6,1,3
240,F7,3,3
240,F8,2,0
240,F9,2,1
250,F10,1,4
250,F11,1,3
250,F12,3,3
250,F13,2,2
250,F14,2,2
250,F15,2,3
250,F16,1,2
250,F17,5,3
250,F18,2,4
250,F19,1,2
250,F2,2,2
250,F20,57,40
250,F4,2,0
250,F5,1,2
250,F6,2,3
250,F7,3,2
250,F8,2,2
250,F9,2,1
260,F10,2,4
260,F11,2,2
260,F12,3,2
260,F14,6,3
260,F15,1,2
260,F16,1,3
260,F17,3,2
260,F18,2,3
260,F19,2,2
260,F20,42,43
260,F4,3,2
260,F5,2,1
260,F6,5,1
260,F7,1,1
260,F8,1,2
260,F9,3,0
270,F1,1,1
270,F10,1,2
270,F11,4,3
270,F12,3,1
270,F13,3,3
270,F14,3,3
270,F15,3,1
270,F16,4,1
270,F17,2,1
270,F18,4,4
270,F19,5,1
270,F2,2,0
270,F20,57,43
270,F4,3,2
270,F5,1,0
270,F6,1,4
270,F8,1,2
270,F9,2,1
280,F1,1,1
280,F11,1,1
280,F12,4,1
280,F14,2,1
280,F15,1,3
280,F17,4,3
280,F18,3,0
280,F19,5,6
280,F2,2,0
280,F20,44,52
280,F5,2,2
280,F6,2,2
280,F7,5,2
280,F8,1,3
280,F9,4,2
290,F1,1,1
290,F10,1,1
290,F11,4,2
290,F12,4,1
290,F13,3,0
290,F14,1,6
290,F16,3,0
290,F17,1,7
290,F18,1,5
290,F19,3,3
290,F20,60,46
290,F5,5,2
290,F6,1,0
290,F7,1,2
290,F9,4,2
300,F10,4,1
300,F11,1,0
300,F12,2,3
300,F13,3,3
300,F14,4,5
300,F15,3,0
300,F16,2,2
300,F17,3,2
300,F18,1,3
300,F19,3,3
300,F20,39,38
300,F5,2,3
300,F6,3,5
300,F7,2,4
300,F8,2,1
300,F9,1,1
310,F10,4,3
310,F14,2,6
310,F15,3,3
310,F16,5,6
310,F17,3,2
310,F18,1,4
310,F19,5,0
310,F20,56,41
310,F5,6,3
310,F7,1,1
310,F8,1,0
310,F9,1,2
320,F11,2,2
320,F12,4,1
320,F13,1,3
320,F14,4,0
320,F15,4,3
320,F16,4,4
320,F18,4,1
320,F19,5,1
320,F20,59,30
320,F6,1,4
320,F7,1,2
320,F8,1,0
320,F9,3,2
330,F10,2,1
330,F11,4,2
330,F12,1,2
330,F13,1,1
330,F14,1,0
330,F15,3,1
330,F16,2,3
330,F17,3,0
330,F18,5,3
330,F19,3,3
330,F2,2,0
330,F20,48,39
330,F6,4,4
330,F7,2,3
330,F8,3,2
330,F9,2,2
340,F10,2,3
340,F11,2,1
340,F12,1,1
340,F13,3,3
340,F14,2,3
340,F15,2,6
340,F16,1,2
340,F17,3,3
340,F18,4,3
340,F19,2,0
340,F20,48,38
340,F6,7,1
340,F7,2,0
340,F8,3,1
340,F9,4,1
350,F1,1,0
350,F10,2,0
350,F11,1,2
350,F12,1,2
350,F14,2,3
350,F15,2,1
350,F17,3,0
350,F18,3,2
350,F19,2,2
350,F20,53,38
350,F6,3,4
350,F7,4,2
350,F8,3,4
350,F9,2,2
360,F11,2,0
360,F12,1,0
360,F14,3,2
360,F15,2,0
360,F16,6,3
360,F17,6,3
360,F18,4,2
360,F19,5,1
360,F20,50,26
360,F6,4,5
360,F7,3,1
360,F9,4,3
370,F1,1,0
370,F10,1,2
370,F11,3,2
370,F12,3,2
370,F13,3,1
370,F14,2,2
370,F15,3,3
370,F16,4,3
370,F17,1,0
370,F18,1,4
370,F19,3,1
370,F20,39,41
370,F6,1,6
370,F7,3,4
370,F8,2,2
370,F9,2,3
380,F11,4,2
380,F12,4,5
380,F13,1,4
380,F14,7,3
380,F15,3,4
380,F16,3,2
380,F17,4,1
380,F19,4,4
380,F20,43,38
380,F6,3,1
380,F7,2,3
380,F8,1,5
380,F9,2,5
390,F10,2,1
390,F11,1,1
390,F12,2,5
390,F13,3,4
390,F14,3,3
390,F15,3,1
390,F16,1,1
390,F17,1,5
390,F18,5,4
390,F19,1,6
390,F20,46,46
390,F7,2,3
390,F8,3,5
390,F9,1,0
400,F10,2,2
400,F11,4,3
400,F12,3,2
400,F13,2,2
400,F14,2,0
400,F15,3,3
400,F16,1,2
400,F18,1,7
400,F19,3,3
400,F20,49,40
400,F7,3,3
400,F8,5,4
400,F9,5,6
410,F10,2,3
410,F11,1,3
410,F12,3,1
410,F13,2,0
410,F14,5,1
410,F15,1,3
410,F16,4,6
410,F17,6,3
410,F18,6,5
410,F19,3,5
410,F20,37,39
410,F7,3,2
410,F8,3,1
410,F9,2,6
420,F1,1,0
420,F10,1,3
420,F11,1,0
420,F12,1,1
420,F13,2,4
420,F15,2,3
420,F16,2,2
420,F17,4,5
420,F18,5,0
420,F19,4,5
420,F2,1,0
420,F20,54,38
420,F7,7,2
420,F8,1,3
420,F9,2,4
430,F1,1,0
430,F10,1,1
430,F11,1,2
430,F12,2,1
430,F13,2,0
430,F14,2,1
430,F15,4,1
430,F16,3,3
430,F17,2,5
430,F18,4,5
430,F19,4,1
430,F2,1,0
430,F20,43,45
430,F7,1,3
430,F8,3,3
430,F9,3,4
440,F10,3,1
440,F11,2,5
440,F12,2,1
440,F13,2,3
440,F14,1,4
440,F15,5,0
440,F16,2,2
440,F17,7,3
440,F18,2,4
440,F19,5,4
440,F2,1,1
440,F20,56,44
440,F8,7,5
440,F9,3,1
450,F1,1,0
450,F10,2,4
450,F11,3,0
450,F12,2,0
450,F13,1,5
450,F14,3,1
450,F15,1,2
450,F16,2,3
450,F17,2,7
450,F18,3,3
450,F19,5,4
450,F20,49,49
450,F8,8,3
450,F9,3,5
460,F10,2,4
460,F11,4,3
460,F12,2,5
460,F13,1,2
460,F14,4,6
460,F15,1,0
460,F16,1,2
460,F17,2,3
460,F18,1,2
460,F19,2,2
460,F2,1,0
460,F20,52,48
460,F8,1,1
460,F9,2,4
470,F11,3,5
470,F12,4,5
470,F13,2,1
470,F14,5,7
470,F15,3,1
470,F16,6,3
470,F17,3,2
470,F18,2,6
470,F19,6,4
470,F2,1,0
470,F20,55,34
470,F8,4,4
470,F9,2,5
480,F10,2,0
480,F11,5,3
480,F12,4,4
480,F13,4,6
480,F14,1,3
480,F15,3,1
480,F16,4,2
480,F17,6,2
480,F18,2,2
480,F19,2,0
480,F2,2,0
480,F20,57,39
480,F8,1,3
480,F9,6,3
490,F10,1,2
490,F11,6,4
490,F13,2,3
490,F14,4,2
490,F15,6,1
490,F16,1,6
490,F17,5,2
490,F19,6,4
490,F2,1,0
490,F20,50,31
490,F8,3,3
490,F9,3,4
500,F10,2,2
500,F11,2,1
500,F12,4,2
500,F13,2,1
500,F14,2,2
500,F15,3,1
500,F16,1,4
500,F17,1,1
500,F19,5,1
500,F2,1,1
500,F20,60,35
500,F9,3,2
510,F1,1,0
510,F10,2,5
510,F11,3,8
510,F12,1,2
510,F13,1,0
510,F14,1,2
510,F15,2,4
510,F17,4,4
510,F18,5,1
510,F19,4,4
510,F20,51,47
520,F10,3,3
520,F11,5,2
520,F12,2,3
520,F13,7,3
520,F14,3,3
520,F15,5,3
520,F16,5,2
520,F17,6,2
520,F18,2,3
520,F19,1,4
520,F20,52,47
530,F10,6,7
530,F11,6,6
530,F12,1,6
530,F13,4,5
530,F14,4,5
530,F15,3,2
530,F16,4,1
530,F17,2,1
530,F18,3,3
530,F19,2,5
530,F20,56,30
540,F10,4,3
540,F11,1,4
540,F12,4,2
540,F13,5,3
540,F14,2,2
540,F15,2,3
540,F16,2,2
540,F17,4,5
540,F18,3,3
540,F19,2,4
540,F20,66,39
550,F10,3,2
550,F11,5,4
550,F12,3,4
550,F13,2,4
550,F14,3,4
550,F15,4,0
550,F16,6,1
550,F17,2,1
550,F18,3,5
550,F19,3,2
550,F2,1,0
550,F20,41,54
560,F10,2,4
560,F11,1,1
560,F12,2,4
560,F13,3,3
560,F14,5,4
560,F15,5,2
560,F16,3,1
560,F17,5,0
560,F18,4,1
560,F19,2,1
560,F20,65,44
570,F10,5,8
570,F11,4,5
570,F12,6,1
570,F13,5,1
570,F14,3,1
570,F15,2,2
570,F16,6,5
570,F18,2,1
570,F19,6,8
570,F20,58,45
580,F10,2,2
580,F11,1,7
580,F12,2,1
580,F13,2,3
580,F14,2,4
580,F15,6,4
580,F16,2,6
580,F17,4,0
580,F18,1,3
580,F20,55,39
590,F10,4,4
590,F11,5,1
590,F12,2,3
590,F13,3,2
590,F14,5,4
590,F15,2,4
590,F16,4,3
590,F17,2,2
590,F18,4,3
590,F19,4,2
590,F20,45,43
600,F10,2,8
600,F11,5,3
600,F12,1,3
600,F13,2,5
600,F14,2,3
600,F15,3,1
600,F16,3,5
600,F17,3,2
600,F18,5,2
600,F19,5,3
600,F2,2,0
600,F20,45,38
610,F11,3,3
610,F12,3,8
610,F13,8,6
610,F14,3,2
610,F15,2,2
610,F17,4,2
610,F18,5,0
610,F19,3,4
610,F20,47,43
620,F1,1,2
620,F11,7,5
620,F12,4,4
620,F13,4,3
620,F14,4,3
620,F15,4,4
620,F16,7,4
620,F17,3,3
620,F18,4,1
620,F19,6,3
620,F20,53,45
630,F12,6,4
630,F13,5,0
630,F14,2,6
630,F15,1,4
630,F16,4,1
630,F17,2,7
630,F18,4,1
630,F19,3,5
630,F20,57,44
640,F12,2,9
640,F13,3,5
640,F14,5,4
640,F15,2,5
640,F16,3,1
640,F17,2,6
640,F18,2,3
640,F19,2,2
640,F2,1,1
640,F20,44,45
650,F1,1,0
650,F12,3,4
650,F13,1,3
650,F14,3,1
650,F15,6,3
650,F16,5,3
650,F17,1,6
650,F18,2,3
650,F19,5,3
650,F2,1,0
650,F20,59,43
660,F12,3,9
660,F13,2,6
660,F14,8,3
660,F15,4,4
660,F16,3,3
660,F17,2,5
660,F18,2,1
660,F19,7,0
660,F20,49,32
670,F12,4,2
670,F13,2,4
670,F14,6,4
670,F15,3,6
670,F16,9,3
670,F17,2,3
670,F18,6,5
670,F19,7,2
670,F20,51,40
680,F13,11,7
680,F14,8,3
680,F15,4,4
680,F16,4,4
680,F17,6,3
680,F18,2,3
680,F19,3,3
680,F20,68,36
690,F13,1,1
690,F14,3,4
690,F15,4,0
690,F16,2,5
690,F18,1,2
690,F19,4,1
690,F2,3,1
690,F20,62,50
700,F1,1,0
700,F13,4,5
700,F14,6,4
700,F15,6,1
700,F16,6,3
700,F17,2,3
700,F18,3,4
700,F19,3,1
700,F20,56,49
710,F1,1,0
710,F13,5,7
710,F14,3,4
710,F15,2,2
710,F16,2,4
710,F17,2,1
710,F18,1,3
710,F19,3,3
710,F20,57,44
720,F13,4,3
720,F14,4,3
720,F15,3,3
720,F16,2,1
720,F17,3,1
720,F18,8,3
720,F19,2,2
720,F20,69,38
730,F13,4,1
730,F14,3,4
730,F15,3,9
730,F16,3,2
730,F17,3,2
730,F18,6,4
730,F19,4,6
730,F2,2,2
730,F20,59,50
740,F13,1,5
740,F14,4,7
740,F15,4,8
