order_id,item_id,order_type,site
1,440,real,F8
2,950,real,F20
2,510,real,F20
2,830,real,F20
3,160,real,F12
3,150,real,F12
3,320,real,F12
4,330,real,F16
4,430,real,F16
4,370,real,F16
4,800,real,F16
5,690,real,F13
5,480,real,F13
6,460,real,F20
6,830,real,F20
6,330,real,F20
6,990,real,F20
7,340,real,F18
7,710,real,F18
8,850,real,F19
8,610,real,F19
8,280,real,F19
9,130,real,F20
9,1010,real,F20
9,140,real,F20
9,700,real,F20
10,430,real,F20
10,970,real,F20
11,1020,real,F20
11,400,real,F20
12,770,real,F20
12,350,real,F20
12,220,real,F20
12,330,real,F20
13,560,real,F13
14,470,real,F20
15,1060,real,F20
15,680,real,F20
15,870,real,F20
15,510,real,F20
16,100,real,F18
16,890,real,F18
16,520,real,F18
16,400,real,F18
16,570,real,F18
17,530,real,F14
18,270,real,F17
18,920,real,F17
18,360,real,F17
18,200,real,F17
18,790,real,F17
19,420,real,F11
19,110,real,F11
20,360,real,F20
20,780,real,F20
20,570,real,F20
20,320,real,F20
21,260,real,F20
21,490,real,F20
21,940,real,F20
21,560,real,F20
22,330,real,F13
22,670,real,F13
23,520,real,F20
23,920,real,F20
23,980,real,F20
23,390,real,F20
23,1020,real,F20
24,350,real,F19
24,290,real,F19
24,1010,real,F19
24,670,real,F19
24,100,real,F19
25,740,real,F20
25,230,real,F20
25,1020,real,F20
25,550,real,F20
26,400,real,F15
26,690,real,F15
26,380,real,F15
26,420,real,F15
26,160,real,F15
27,750,real,F15
27,370,real,F15
27,810,real,F15
28,120,real,F11
28,590,real,F11
29,150,real,F5
30,960,real,F20
30,590,real,F20
30,530,real,F20
30,670,real,F20
30,460,real,F20
31,900,real,F20
31,910,real,F20
31,710,real,F20
31,120,real,F20
31,1030,real,F20
32,490,real,F20
32,1080,real,F20
32,990,real,F20
33,170,real,F3
34,330,real,F20
34,400,real,F20
34,550,real,F20
34,910,real,F20
35,230,real,F20
35,220,real,F20
35,440,real,F20
35,870,real,F20
35,460,real,F20
36,310,real,F11
37,710,real,F20
37,280,real,F20
37,660,real,F20
37,820,real,F20
38,550,real,F20
38,300,real,F20
38,130,real,F20
38,980,real,F20
39,1040,real,F20
39,990,real,F20
39,740,real,F20
39,900,real,F20
39,460,real,F20
40,980,real,F20
41,600,real,F15
42,710,real,F20
42,1090,real,F20
43,940,real,F20
43,580,real,F20
43,820,real,F20
44,310,real,F6
44,270,real,F6
45,230,real,F9
46,1050,real,F20
46,250,real,F20
46,800,real,F20
46,400,real,F20
46,120,real,F20
47,250,real,F20
47,420,real,F20
47,850,real,F20
47,980,real,F20
48,570,real,F20
48,830,real,F20
48,490,real,F20
48,920,real,F20
48,1030,real,F20
49,130,real,F20
49,1050,real,F20
50,730,real,F20
50,240,real,F20
50,1030,real,F20
50,160,real,F20
50,990,real,F20
51,910,real,F20
52,420,real,F15
52,500,real,F15
52,240,real,F15
53,670,real,F20
54,690,real,F20
54,530,real,F20
55,710,real,F20
55,200,real,F20
55,920,real,F20
56,720,real,F20
56,880,real,F20
56,660,real,F20
56,520,real,F20
57,200,real,F18
57,770,real,F18
58,970,real,F20
58,330,real,F20
58,430,real,F20
58,810,real,F20
59,390,real,F7
60,980,real,F20
60,450,real,F20
60,1080,real,F20
61,600,real,F11
62,1010,real,F19
62,760,real,F19
62,610,real,F19
63,580,real,F20
63,610,real,F20
64,460,real,F16
65,120,real,F18
65,700,real,F18
65,1020,real,F18
65,590,real,F18
65,360,real,F18
66,260,real,F16
66,880,real,F16
67,810,real,F14
