order_id,item_id,order_type,site
1,530,real,F13
1,670,real,F13
1,190,real,F13
1,300,real,F13
2,890,real,F20
3,230,real,F20
3,540,real,F20
3,990,real,F20
3,700,real,F20
3,1050,real,F20
4,380,real,F20
4,470,real,F20
4,240,real,F20
4,960,real,F20
5,380,real,F20
5,1040,real,F20
5,840,real,F20
5,580,real,F20
6,880,real,F20
6,110,real,F20
7,920,real,F20
8,130,real,F20
8,320,real,F20
8,540,real,F20
8,1060,real,F20
9,680,real,F18
9,330,real,F18
10,360,real,F20
10,1050,real,F20
10,330,real,F20
10,170,real,F20
10,990,real,F20
11,610,real,F11
12,790,real,F15
13,260,real,F1
13,570,real,F1
13,750,real,F1
13,250,real,F1
14,980,real,F20
14,120,real,F20
14,650,real,F20
14,190,real,F20
15,690,real,F20
15,1000,real,F20
15,330,real,F20
15,850,real,F20
16,570,real,F12
16,140,real,F12
17,360,real,F20
17,930,real,F20
17,820,real,F20
17,440,real,F20
17,370,real,F20
18,660,real,F18
18,420,real,F18
18,900,real,F18
19,640,real,F20
19,1060,real,F20
19,670,real,F20
19,410,real,F20
20,920,real,F19
20,310,real,F19
20,910,real,F19
21,1090,real,F20
21,430,real,F20
21,720,real,F20
21,860,real,F20
22,440,real,F12
22,280,real,F12
22,650,real,F12
23,640,real,F20
24,200,real,F20
24,420,real,F20
24,580,real,F20
24,600,real,F20
24,860,real,F20
25,1040,real,F20
25,260,real,F20
25,240,real,F20
25,630,real,F20
25,770,real,F20
26,610,real,F14
26,300,real,F14
26,500,real,F14
27,750,real,F16
28,950,real,F20
28,870,real,F20
29,760,real,F20
29,170,real,F20
29,410,real,F20
29,1010,real,F20
29,530,real,F20
30,470,real,F17
30,110,real,F17
30,900,real,F17
30,850,real,F17
30,500,real,F17
31,720,real,F14
32,1000,real,F20
32,550,real,F20
32,740,real,F20
32,170,real,F20
32,1030,real,F20
33,970,real,F20
33,300,real,F20
34,140,real,F20
34,1040,real,F20
34,450,real,F20
35,630,real,F20
36,350,real,F17
36,530,real,F17
36,330,real,F17
36,240,real,F17
36,150,real,F17
37,940,real,F20
37,150,real,F20
38,780,real,F20
38,610,real,F20
38,1080,real,F20
39,990,real,F20
39,840,real,F20
40,890,real,F20
40,200,real,F20
40,170,real,F20
41,920,real,F20
42,670,real,F20
42,410,real,F20
43,950,real,F20
43,210,real,F20
43,460,real,F20
43,700,real,F20
44,340,real,F8
45,1030,real,F20
45,810,real,F20
45,660,real,F20
45,880,real,F20
46,180,real,F10
46,190,real,F10
47,480,real,F18
47,700,real,F18
48,1040,real,F19
49,810,real,F20
49,1060,real,F20
49,700,real,F20
49,270,real,F20
50,610,real,F16
50,490,real,F16
50,550,real,F16
50,620,real,F16
50,180,real,F16
51,860,real,F20
51,310,real,F20
52,180,real,F20
52,510,real,F20
52,230,real,F20
52,360,real,F20
53,1060,real,F19
53,850,real,F19
53,510,real,F19
53,140,real,F19
53,940,real,F19
54,230,real,F20
54,1050,real,F20
54,180,real,F20
55,650,real,F20
55,660,real,F20
55,1040,real,F20
55,1070,real,F20
56,630,real,F20
57,1080,real,F20
57,910,real,F20
58,570,real,F20
58,970,real,F20
58,270,real,F20
58,340,real,F20
59,720,real,F20
59,130,real,F20
59,520,real,F20
60,1040,real,F20
60,1030,real,F20
61,580,real,F20
61,240,real,F20
61,620,real,F20
61,1080,real,F20
61,490,real,F20
62,920,real,F20
62,350,real,F20
62,820,real,F20
62,210,real,F20
62,710,real,F20
63,1020,real,F20
63,580,real,F20
63,530,real,F20
63,810,real,F20
64,980,real,F20
65,600,real,F12
65,230,real,F12
65,190,real,F12
65,530,real,F12
66,790,real,F20
66,1030,real,F20
66,850,real,F20
66,150,real,F20
67,740,real,F18
67,630,real,F18
67,410,real,F18
67,830,real,F18
67,700,real,F18
68,610,real,F13
68,260,real,F13
68,690,real,F13
68,470,real,F13
68,140,real,F13
69,390,real,F7
69,130,real,F7
70,800,real,F20
71,560,real,F16
71,400,real,F16
71,300,real,F16
72,1020,real,F20
73,270,real,F20
73,520,real,F20
73,740,real,F20
74,970,real,F20
74,230,real,F20
75,560,real,F20
76,120,real,F20
76,710,real,F20
76,210,real,F20
76,450,real,F20
77,800,real,F20
77,930,real,F20
77,520,real,F20
77,830,real,F20
78,540,real,F20
78,390,real,F20
78,830,real,F20
79,580,real,F20
79,1010,real,F20
79,1060,real,F20
80,280,real,F5
81,930,real,F19
82,240,real,F20
82,1010,real,F20
82,440,real,F20
83,570,real,F17
83,860,real,F17
83,460,real,F17
83,1010,real,F17
83,430,real,F17
84,710,real,F15
84,790,real,F15
84,210,real,F15
85,890,real,F20
85,170,real,F20
85,1010,real,F20
85,410,real,F20
86,490,real,F13
86,670,real,F13
86,750,real,F13
87,1010,real,F20
87,300,real,F20
87,140,real,F20
87,890,real,F20
87,100,real,F20
88,680,real,F20
89,1040,real,F20
89,1000,real,F20
89,910,real,F20
89,690,real,F20
89,390,real,F20
90,320,real,F9
90,250,real,F9
91,680,real,F20
91,970,real,F20
91,100,real,F20
92,920,real,F17
92,820,real,F17
92,180,real,F17
93,370,real,F6
94,540,real,F15
94,100,real,F15
94,360,real,F15
94,790,real,F15
94,230,real,F15
95,530,real,F20
95,830,real,F20
95,680,real,F20
95,1060,real,F20
96,790,real,F20
96,330,real,F20
96,420,real,F20
96,1030,real,F20
97,420,real,F20
98,590,real,F20
98,230,real,F20
99,100,real,F20
99,1000,real,F20
99,920,real,F20
99,320,real,F20
100,1070,real,F20
100,850,real,F20
100,1060,real,F20
101,320,real,F20
102,710,real,F20
102,810,real,F20
102,640,real,F20
102,170,real,F20
102,470,real,F20
103,750,real,F15
103,490,real,F15
103,270,real,F15
104,330,real,F20
104,680,real,F20
105,450,real,F12
106,250,real,F20
106,130,real,F20
106,1060,real,F20
106,260,real,F20
107,340,real,F19
107,1050,real,F19
107,370,real,F19
107,540,real,F19
107,240,real,F19
108,870,real,F20
108,690,real,F20
109,580,real,F20
109,150,real,F20
109,880,real,F20
109,620,real,F20
110,260,real,F20
110,780,real,F20
110,250,real,F20
110,1070,real,F20
111,750,real,F20
111,150,real,F20
112,510,real,F12
112,430,real,F12
113,200,real,F8
114,920,real,F17
114,620,real,F17
114,960,real,F17
115,340,real,F9
115,160,real,F9
116,1070,real,F20
117,450,real,F9
117,330,real,F9
118,1080,real,F20
118,810,real,F20
118,680,real,F20
119,770,real,F20
