order_id,item_id,order_type,site
1,950,real,F17
2,230,real,F5
3,1090,real,F20
4,860,real,F20
4,740,real,F20
4,370,real,F20
5,330,real,F12
5,270,real,F12
5,390,real,F12
5,670,real,F12
5,570,real,F12
6,870,real,F20
6,240,real,F20
6,430,real,F20
6,550,real,F20
6,630,real,F20
7,980,real,F20
8,160,real,F5
9,1080,real,F20
10,300,real,F5
10,290,real,F5
11,600,real,F20
11,410,real,F20
11,630,real,F20
11,1050,real,F20
12,900,real,F16
12,480,real,F16
13,660,real,F20
13,1070,real,F20
14,470,real,F20
14,350,real,F20
14,950,real,F20
15,680,real,F19
15,770,real,F19
15,510,real,F19
15,400,real,F19
16,600,real,F12
16,240,real,F12
17,200,real,F20
17,800,real,F20
17,1030,real,F20
17,1000,real,F20
18,430,real,F16
18,890,real,F16
18,100,real,F16
19,320,real,F14
19,750,real,F14
19,250,real,F14
19,150,real,F14
20,1010,real,F20
20,790,real,F20
20,340,real,F20
20,510,real,F20
21,350,real,F20
21,650,real,F20
21,730,real,F20
22,540,real,F10
22,550,real,F10
23,550,real,F2
23,1030,real,F2
23,420,real,F2
23,870,real,F2
23,280,real,F2
24,1050,real,F20
24,260,real,F20
24,920,real,F20
25,800,real,F20
25,480,real,F20
25,1070,real,F20
25,1030,real,F20
25,420,real,F20
26,230,real,F5
27,510,real,F20
27,210,real,F20
27,440,real,F20
27,1000,real,F20
27,730,real,F20
28,970,real,F17
29,470,real,F8
30,690,real,F20
30,1070,real,F20
30,1000,real,F20
31,430,real,F20
31,340,real,F20
31,490,real,F20
31,820,real,F20
31,970,real,F20
32,1040,real,F20
32,760,real,F20
33,280,real,F13
33,720,real,F13
34,500,real,F15
34,230,real,F15
34,780,real,F15
34,650,real,F15
34,320,real,F15
35,940,real,F17
36,360,real,F8
37,620,real,F20
37,870,real,F20
37,810,real,F20
38,650,real,F12
39,1070,real,F20
39,800,real,F20
39,770,real,F20
40,710,real,F13
40,170,real,F13
41,520,real,F12
41,410,real,F12
41,590,real,F12
42,570,real,F20
42,880,real,F20
42,400,real,F20
43,200,real,F17
43,540,real,F17
43,950,real,F17
43,430,real,F17
43,770,real,F17
44,890,real,F20
45,120,real,F20
45,260,real,F20
45,750,real,F20
45,1000,real,F20
45,760,real,F20
46,720,real,F20
46,300,real,F20
46,420,real,F20
46,990,real,F20
46,670,real,F20
47,480,real,F19
47,120,real,F19
47,1030,real,F19
48,440,real,F20
48,670,real,F20
48,970,real,F20
48,500,real,F20
49,770,real,F15
50,230,real,F20
50,950,real,F20
51,560,real,F17
51,840,real,F17
52,160,real,F20
52,550,real,F20
52,960,real,F20
52,440,real,F20
52,990,real,F20
53,310,real,F10
53,580,real,F10
53,470,real,F10
54,910,real,F18
54,1030,real,F18
55,620,real,F15
55,310,real,F15
56,710,real,F18
57,860,real,F20
57,370,real,F20
57,120,real,F20
57,550,real,F20
57,520,real,F20
58,1090,real,F20
58,510,real,F20
58,790,real,F20
58,720,real,F20
58,1000,real,F20
59,860,real,F19
59,420,real,F19
60,440,real,F9
61,940,real,F20
61,240,real,F20
62,940,real,F20
62,610,real,F20
62,160,real,F20
62,810,real,F20
62,490,real,F20
63,420,real,F15
63,700,real,F15
64,730,real,F15
64,500,real,F15
65,1040,real,F19
66,580,real,F20
66,830,real,F20
66,430,real,F20
67,740,real,F20
67,390,real,F20
67,730,real,F20
67,170,real,F20
67,110,real,F20
68,1030,real,F20
68,810,real,F20
68,620,real,F20
68,610,real,F20
69,320,real,F20
69,1080,real,F20
69,680,real,F20
70,1070,real,F20
70,200,real,F20
70,690,real,F20
70,720,real,F20
70,640,real,F20
71,1010,real,F20
72,400,real,F20
72,890,real,F20
72,410,real,F20
73,750,real,F20
73,400,real,F20
73,1010,real,F20
73,780,real,F20
73,140,real,F20
74,590,real,F16
74,570,real,F16
75,600,real,F20
75,630,real,F20
75,230,real,F20
75,790,real,F20
76,710,real,F15
76,480,real,F15
76,290,real,F15
76,180,real,F15
76,450,real,F15
77,440,real,F20
77,350,real,F20
77,820,real,F20
77,780,real,F20
77,170,real,F20
