order_id,item_id,order_type,site
1,680,real,F20
1,840,real,F20
1,1030,real,F20
1,560,real,F20
1,920,real,F20
2,160,real,F15
3,140,real,F7
4,200,real,F20
4,1060,real,F20
4,240,real,F20
4,430,real,F20
5,240,real,F5
5,310,real,F5
6,630,real,F12
7,630,real,F20
7,1070,real,F20
7,190,real,F20
7,250,real,F20
8,110,real,F6
8,150,real,F6
8,320,real,F6
8,250,real,F6
9,250,real,F18
9,440,real,F18
9,780,real,F18
9,400,real,F18
9,890,real,F18
10,990,real,F20
10,790,real,F20
10,860,real,F20
10,280,real,F20
10,120,real,F20
11,290,real,F20
11,550,real,F20
11,520,real,F20
12,140,real,F8
13,610,real,F13
14,980,real,F20
14,670,real,F20
15,1040,real,F20
16,1090,real,F20
16,350,real,F20
16,920,real,F20
16,930,real,F20
17,1090,real,F20
17,280,real,F20
18,350,real,F6
19,900,real,F20
19,430,real,F20
19,840,real,F20
19,1050,real,F20
19,130,real,F20
20,660,real,F13
21,840,real,F20
21,850,real,F20
22,540,real,F20
22,630,real,F20
22,300,real,F20
22,270,real,F20
22,960,real,F20
23,1030,real,F20
24,690,real,F18
25,1070,real,F20
25,950,real,F20
25,390,real,F20
25,740,real,F20
25,880,real,F20
26,440,real,F20
26,890,real,F20
27,690,real,F20
27,670,real,F20
27,960,real,F20
27,830,real,F20
27,980,real,F20
28,560,real,F10
29,1000,real,F20
29,340,real,F20
29,840,real,F20
29,160,real,F20
29,830,real,F20
30,220,real,F20
30,1020,real,F20
30,950,real,F20
31,410,real,F19
31,1070,real,F19
31,290,real,F19
31,730,real,F19
31,1090,real,F19
32,660,real,F17
33,680,real,F20
33,110,real,F20
33,960,real,F20
33,810,real,F20
34,760,real,F20
34,690,real,F20
34,260,real,F20
34,920,real,F20
35,840,real,F17
36,270,real,F18
36,970,real,F18
36,960,real,F18
36,410,real,F18
37,600,real,F10
37,110,real,F10
38,1070,real,F20
38,330,real,F20
38,730,real,F20
38,430,real,F20
39,740,real,F15
40,400,real,F11
40,620,real,F11
41,190,real,F15
41,280,real,F15
41,830,real,F15
42,200,real,F13
42,690,real,F13
43,700,real,F17
44,590,real,F14
44,800,real,F14
45,200,real,F12
45,590,real,F12
45,240,real,F12
45,150,real,F12
46,1030,real,F20
46,360,real,F20
46,230,real,F20
47,590,real,F20
47,840,real,F20
47,210,real,F20
48,500,real,F12
49,900,real,F20
49,830,real,F20
49,500,real,F20
49,870,real,F20
49,330,real,F20
50,210,real,F17
50,740,real,F17
50,180,real,F17
50,440,real,F17
51,530,real,F11
51,410,real,F11
51,470,real,F11
52,870,real,F20
52,130,real,F20
52,260,real,F20
52,350,real,F20
52,1090,real,F20
53,260,real,F18
53,650,real,F18
53,440,real,F18
54,220,real,F4
55,650,real,F20
55,540,real,F20
55,820,real,F20
55,510,real,F20
56,530,real,F14
56,210,real,F14
56,100,real,F14
56,800,real,F14
56,270,real,F14
57,800,real,F20
57,1020,real,F20
57,620,real,F20
57,1070,real,F20
57,1060,real,F20
58,280,real,F6
59,430,real,F8
59,230,real,F8
60,440,real,F11
60,460,real,F11
61,250,real,F5
62,710,real,F13
62,200,real,F13
63,110,real,F20
63,190,real,F20
63,500,real,F20
63,1040,real,F20
64,180,real,F20
64,480,real,F20
64,1000,real,F20
65,100,real,F6
65,320,real,F6
66,710,real,F20
67,120,real,F20
67,1040,real,F20
67,200,real,F20
67,1060,real,F20
67,330,real,F20
68,1030,real,F20
68,390,real,F20
68,610,real,F20
69,790,real,F20
69,490,real,F20
69,370,real,F20
69,300,real,F20
70,940,real,F20
70,760,real,F20
70,800,real,F20
71,550,real,F20
71,720,real,F20
71,930,real,F20
72,1050,real,F20
72,1090,real,F20
73,460,real,F20
73,1000,real,F20
73,670,real,F20
73,510,real,F20
73,400,real,F20
74,950,real,F19
74,100,real,F20
74,930,real,F20
74,940,real,F20
75,570,real,F20
75,600,real,F20
75,510,real,F20
75,200,real,F20
76,350,real,F20
76,700,real,F20
76,870,real,F20
77,1050,real,F20
77,1030,real,F20
78,700,real,F14
78,690,real,F14
79,230,real,F5
80,890,real,F19
80,920,real,F19
80,180,real,F19
81,260,real,F20
81,1080,real,F20
81,330,real,F20
82,490,real,F20
82,660,real,F20
83,340,real,F10
83,310,real,F10
83,550,real,F10
83,360,real,F10
84,510,real,F10
85,600,real,F18
86,950,real,F20
86,990,real,F20
86,270,real,F20
87,410,real,F9
88,930,real,F20
88,330,real,F20
89,280,real,F20
89,430,real,F20
89,1030,real,F20
89,850,real,F20
89,120,real,F20
90,680,real,F16
91,270,real,F13
91,620,real,F13
92,290,real,F20
92,370,real,F20
