order_id,eligibility,order_type
1,"['F5', 'F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
2,"['F16', 'F17', 'F18', 'F19', 'F20']",real
3,"['F16', 'F17', 'F18', 'F19', 'F20']",real
4,['F20'],real
5,"['F16', 'F17', 'F18', 'F19', 'F20']",real
6,"['F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
7,"['F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
8,"['F19', 'F20']",real
9,"['F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
10,"['F16', 'F17', 'F18', 'F19', 'F20']",real
11,['F20'],real
12,"['F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
13,"['F16', 'F17', 'F18', 'F19', 'F20']",real
14,"['F16', 'F17', 'F18', 'F19', 'F20']",real
15,"['F16', 'F17', 'F18', 'F19', 'F20']",real
16,"['F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
17,"['F16', 'F17', 'F18', 'F19', 'F20']",real
18,"['F9', 'F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
19,"['F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
20,"['F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
21,"['F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
22,"['F4', 'F5', 'F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
23,"['F9', 'F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
24,"['F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
25,"['F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
26,"['F5', 'F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
27,"['F16', 'F17', 'F18', 'F19', 'F20']",real
28,"['F16', 'F17', 'F18', 'F19', 'F20']",real
29,"['F19', 'F20']",real
