order_id,eligibility,order_type
1,"['F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
2,"['F16', 'F17', 'F18', 'F19', 'F20']",real
3,"['F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
4,"['F16', 'F17', 'F18', 'F19', 'F20']",real
5,"['F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
6,"['F17', 'F18', 'F19', 'F20']",real
7,"['F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
8,"['F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
9,"['F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
10,"['F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
11,"['F18', 'F19', 'F20']",real
12,"['F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
13,"['F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
14,"['F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
15,"['F16', 'F17', 'F18', 'F19', 'F20']",real
16,"['F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
17,"['F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
18,"['F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
19,"['F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
20,"['F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
21,"['F18', 'F19', 'F20']",real
22,"['F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
23,"['F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
24,"['F16', 'F17', 'F18', 'F19', 'F20']",real
25,"['F17', 'F18', 'F19', 'F20']",real
26,"['F18', 'F19', 'F20']",real
27,"['F16', 'F17', 'F18', 'F19', 'F20']",real
28,"['F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
29,"['F17', 'F18', 'F19', 'F20']",real
30,"['F18', 'F19', 'F20']",real
31,"['F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
32,"['F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
33,"['F18', 'F19', 'F20']",real
34,"['F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
35,"['F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
36,"['F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
37,"['F17', 'F18', 'F19', 'F20']",real
38,"['F16', 'F17', 'F18', 'F19', 'F20']",real
39,"['F5', 'F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
40,"['F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
41,"['F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
42,"['F18', 'F19', 'F20']",real
43,"['F16', 'F17', 'F18', 'F19', 'F20']",real
44,"['F18', 'F19', 'F20']",real
45,"['F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
46,"['F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
47,"['F17', 'F18', 'F19', 'F20']",real
48,"['F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
49,"['F18', 'F19', 'F20']",real
50,"['F16', 'F17', 'F18', 'F19', 'F20']",real
51,"['F16', 'F17', 'F18', 'F19', 'F20']",real
52,"['F18', 'F19', 'F20']",real
53,"['F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
54,"['F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
55,"['F17', 'F18', 'F19', 'F20']",real
56,"['F18', 'F19', 'F20']",real
57,"['F17', 'F18', 'F19', 'F20']",real
58,"['F17', 'F18', 'F19', 'F20']",real
59,"['F16', 'F17', 'F18', 'F19', 'F20']",real
60,"['F18', 'F19', 'F20']",real
61,"['F5', 'F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
62,"['F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
63,"['F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
64,"['F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
65,"['F18', 'F19', 'F20']",real
66,"['F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
67,"['F18', 'F19', 'F20']",real
68,"['F18', 'F19', 'F20']",real
69,"['F18', 'F19', 'F20']",real
70,"['F17', 'F18', 'F19', 'F20']",real
71,"['F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
72,"['F18', 'F19', 'F20']",real
73,"['F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
74,"['F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
75,"['F17', 'F18', 'F19', 'F20']",real
76,"['F18', 'F19', 'F20']",real
77,"['F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
78,"['F18', 'F19', 'F20']",real
79,"['F16', 'F17', 'F18', 'F19', 'F20']",real
80,"['F17', 'F18', 'F19', 'F20']",real
81,"['F17', 'F18', 'F19', 'F20']",real
82,"['F17', 'F18', 'F19', 'F20']",real
83,"['F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
84,"['F16', 'F17', 'F18', 'F19', 'F20']",real
85,"['F18', 'F19', 'F20']",real
86,"['F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
87,"['F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
88,"['F18', 'F19', 'F20']",real
89,"['F18', 'F19', 'F20']",real
90,"['F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
91,"['F17', 'F18', 'F19', 'F20']",real
92,"['F17', 'F18', 'F19', 'F20']",real
93,"['F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
94,"['F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
95,"['F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
96,"['F18', 'F19', 'F20']",real
97,"['F16', 'F17', 'F18', 'F19', 'F20']",real
98,"['F16', 'F17', 'F18', 'F19', 'F20']",real
99,"['F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
100,"['F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
101,"['F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
102,"['F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
103,"['F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
104,"['F16', 'F17', 'F18', 'F19', 'F20']",real
105,"['F17', 'F18', 'F19', 'F20']",real
106,"['F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
107,"['F18', 'F19', 'F20']",real
108,"['F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
109,"['F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
110,"['F18', 'F19', 'F20']",real
111,"['F17', 'F18', 'F19', 'F20']",real
112,"['F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
113,"['F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
114,"['F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
115,"['F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
116,"['F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
117,"['F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
118,"['F18', 'F19', 'F20']",real
119,"['F5', 'F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
120,"['F18', 'F19', 'F20']",real
121,"['F18', 'F19', 'F20']",real
122,"['F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
123,"['F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
124,"['F18', 'F19', 'F20']",real
125,"['F18', 'F19', 'F20']",real
126,"['F17', 'F18', 'F19', 'F20']",real
127,"['F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
128,"['F17', 'F18', 'F19', 'F20']",real
129,"['F17', 'F18', 'F19', 'F20']",real
130,"['F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
131,"['F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
132,"['F17', 'F18', 'F19', 'F20']",real
133,"['F16', 'F17', 'F18', 'F19', 'F20']",real
134,"['F18', 'F19', 'F20']",real
135,"['F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
136,"['F17', 'F18', 'F19', 'F20']",real
137,"['F18', 'F19', 'F20']",real
138,"['F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
139,"['F18', 'F19', 'F20']",real
140,"['F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
141,"['F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
142,"['F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
143,"['F18', 'F19', 'F20']",real
144,"['F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
145,"['F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
146,"['F18', 'F19', 'F20']",real
147,"['F18', 'F19', 'F20']",real
148,"['F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
149,"['F16', 'F17', 'F18', 'F19', 'F20']",real
150,"['F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
151,"['F17', 'F18', 'F19', 'F20']",real
152,"['F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
153,"['F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
154,"['F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
155,"['F16', 'F17', 'F18', 'F19', 'F20']",real
156,"['F18', 'F19', 'F20']",real
157,"['F1', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
158,"['F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
159,"['F17', 'F18', 'F19', 'F20']",real
160,"['F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
161,"['F4', 'F5', 'F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
162,"['F17', 'F18', 'F19', 'F20']",real
163,"['F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
164,"['F17', 'F18', 'F19', 'F20']",real
165,"['F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
166,"['F17', 'F18', 'F19', 'F20']",real
167,"['F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
168,"['F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
169,"['F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
170,"['F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
171,"['F18', 'F19', 'F20']",real
172,"['F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
173,"['F18', 'F19', 'F20']",real
174,"['F16', 'F17', 'F18', 'F19', 'F20']",real
175,"['F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
176,"['F18', 'F19', 'F20']",real
177,"['F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
178,"['F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
179,"['F18', 'F19', 'F20']",real
180,"['F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
181,"['F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
182,"['F18', 'F19', 'F20']",real
183,"['F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
184,"['F16', 'F17', 'F18', 'F19', 'F20']",real
185,"['F17', 'F18', 'F19', 'F20']",real
186,"['F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
187,"['F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
188,"['F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
189,"['F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
190,"['F16', 'F17', 'F18', 'F19', 'F20']",real
191,"['F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
192,"['F17', 'F18', 'F19', 'F20']",real
193,"['F4', 'F5', 'F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
194,"['F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
195,"['F17', 'F18', 'F19', 'F20']",real
196,"['F4', 'F5', 'F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
197,"['F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
198,"['F17', 'F18', 'F19', 'F20']",real
199,"['F16', 'F17', 'F18', 'F19', 'F20']",real
200,"['F18', 'F19', 'F20']",real
201,"['F16', 'F17', 'F18', 'F19', 'F20']",real
202,"['F16', 'F17', 'F18', 'F19', 'F20']",real
203,"['F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
204,"['F4', 'F5', 'F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
205,"['F18', 'F19', 'F20']",real
206,"['F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20']",real
