order_id,item_id,order_type
1,330,simulated
1,110,simulated
1,1010,simulated
2,460,simulated
2,740,simulated
2,980,simulated
2,190,simulated
3,400,simulated
3,150,simulated
3,1090,simulated
3,1020,simulated
3,160,simulated
4,920,simulated
5,230,simulated
6,720,simulated
7,430,simulated
7,260,simulated
8,100,simulated
8,890,simulated
8,1040,simulated
9,630,simulated
9,900,simulated
10,690,simulated
10,390,simulated
10,220,simulated
10,280,simulated
10,180,simulated
11,810,simulated
12,1050,simulated
12,990,simulated
12,910,simulated
12,450,simulated
12,620,simulated
13,340,simulated
13,670,simulated
13,220,simulated
13,800,simulated
13,640,simulated
14,410,simulated
14,200,simulated
14,610,simulated
15,160,simulated
15,480,simulated
16,1020,simulated
16,480,simulated
17,920,simulated
17,730,simulated
17,490,simulated
17,270,simulated
17,870,simulated
18,830,simulated
18,430,simulated
19,310,simulated
19,930,simulated
20,340,simulated
20,260,simulated
21,510,simulated
22,440,simulated
22,210,simulated
23,690,simulated
24,570,simulated
24,430,simulated
25,480,simulated
25,190,simulated
26,1010,simulated
26,780,simulated
27,600,simulated
27,1030,simulated
27,580,simulated
27,160,simulated
28,210,simulated
28,990,simulated
28,590,simulated
29,250,simulated
29,110,simulated
29,330,simulated
29,560,simulated
29,930,simulated
30,930,simulated
30,690,simulated
30,230,simulated
30,350,simulated
30,260,simulated
31,650,simulated
31,470,simulated
32,1080,simulated
32,250,simulated
32,380,simulated
32,970,simulated
33,530,simulated
33,880,simulated
33,800,simulated
34,960,simulated
34,940,simulated
35,640,simulated
35,590,simulated
35,1090,simulated
36,140,simulated
36,440,simulated
36,720,simulated
36,390,simulated
37,260,simulated
38,1090,simulated
38,620,simulated
38,230,simulated
38,370,simulated
39,220,simulated
39,230,simulated
39,280,simulated
39,550,simulated
39,510,simulated
40,510,simulated
40,740,simulated
40,190,simulated
40,440,simulated
40,800,simulated
41,650,simulated
41,230,simulated
41,630,simulated
41,980,simulated
42,590,simulated
42,680,simulated
42,990,simulated
42,260,simulated
43,350,simulated
44,620,simulated
44,920,simulated
44,590,simulated
44,250,simulated
44,1050,simulated
45,860,simulated
45,790,simulated
45,590,simulated
45,280,simulated
45,670,simulated
46,870,simulated
46,1010,simulated
46,820,simulated
47,450,simulated
47,630,simulated
47,380,simulated
47,730,simulated
48,410,simulated
48,540,simulated
49,1090,simulated
49,590,simulated
49,720,simulated
49,270,simulated
50,590,simulated
50,1030,simulated
50,200,simulated
50,820,simulated
50,110,simulated
51,100,simulated
51,880,simulated
52,600,simulated
52,850,simulated
52,660,simulated
52,550,simulated
53,770,simulated
53,630,simulated
54,530,simulated
55,210,simulated
55,650,simulated
56,520,simulated
56,160,simulated
57,500,simulated
57,380,simulated
57,310,simulated
57,340,simulated
58,820,simulated
59,1040,simulated
59,1020,simulated
59,930,simulated
60,760,simulated
60,170,simulated
60,890,simulated
61,200,simulated
61,930,simulated
61,650,simulated
61,720,simulated
62,950,simulated
62,1050,simulated
63,200,simulated
64,490,simulated
64,110,simulated
64,410,simulated
64,180,simulated
64,780,simulated
65,950,simulated
65,580,simulated
65,330,simulated
66,890,simulated
66,150,simulated
66,170,simulated
67,620,simulated
67,650,simulated
67,990,simulated
67,1050,simulated
68,1020,simulated
68,530,simulated
69,920,simulated
69,640,simulated
69,620,simulated
69,370,simulated
70,1060,simulated
70,180,simulated
70,400,simulated
71,860,simulated
71,910,simulated
71,830,simulated
72,240,simulated
72,840,simulated
72,970,simulated
72,390,simulated
73,530,simulated
73,1090,simulated
73,550,simulated
74,660,simulated
74,570,simulated
74,610,simulated
75,270,simulated
76,290,simulated
77,670,simulated
77,480,simulated
77,130,simulated
77,1090,simulated
78,810,simulated
79,250,simulated
79,530,simulated
79,470,simulated
79,240,simulated
80,470,simulated
80,320,simulated
80,840,simulated
80,550,simulated
80,310,simulated
81,820,simulated
81,860,simulated
81,530,simulated
81,880,simulated
