order_id,item_id,order_type
1,890,real
1,1020,real
1,230,real
1,510,real
2,830,real
2,580,real
2,670,real
2,350,real
2,570,real
3,890,real
3,740,real
3,680,real
3,750,real
3,940,real
4,1060,real
4,550,real
4,120,real
4,880,real
4,310,real
5,760,real
5,250,real
5,280,real
6,860,real
6,790,real
6,410,real
7,520,real
7,790,real
7,1090,real
8,1060,real
8,570,real
8,490,real
9,350,real
9,950,real
10,490,real
10,970,real
10,730,real
11,780,real
11,860,real
12,680,real
13,560,real
13,1040,real
13,520,real
13,530,real
13,360,real
14,450,real
14,720,real
14,190,real
15,810,real
15,220,real
15,980,real
16,830,real
16,410,real
16,850,real
17,480,real
17,620,real
17,1000,real
18,470,real
19,270,real
19,410,real
20,390,real
20,230,real
20,830,real
20,1040,real
21,560,real
21,260,real
21,920,real
21,1060,real
22,370,real
22,880,real
22,510,real
23,560,real
23,1020,real
23,800,real
23,130,real
24,810,real
24,900,real
25,1080,real
25,260,real
25,800,real
26,860,real
26,340,real
26,980,real
27,350,real
27,340,real
27,180,real
27,870,real
28,370,real
28,550,real
28,760,real
28,570,real
28,910,real
29,240,real
29,830,real
29,220,real
29,710,real
30,270,real
30,970,real
30,650,real
30,620,real
31,950,real
31,550,real
32,1010,real
32,200,real
32,410,real
33,1040,real
33,220,real
33,1030,real
34,960,real
35,1090,real
35,660,real
35,900,real
36,610,real
36,890,real
36,330,real
36,1020,real
36,460,real
37,110,real
37,540,real
37,890,real
37,680,real
37,640,real
38,710,real
38,220,real
38,480,real
38,760,real
39,110,real
39,880,real
39,1000,real
39,400,real
40,870,real
41,1060,real
42,340,real
43,180,real
43,370,real
44,750,real
44,1080,real
44,440,real
45,180,real
45,1080,real
46,1060,real
46,210,real
46,790,real
46,590,real
47,720,real
47,530,real
47,630,real
47,970,real
48,240,real
48,710,real
48,740,real
49,640,real
49,220,real
49,910,real
49,970,real
50,620,real
50,1010,real
51,100,real
51,820,real
51,190,real
51,220,real
52,890,real
52,810,real
52,1050,real
53,800,real
53,500,real
53,820,real
54,120,real
54,770,real
55,1090,real
56,870,real
57,730,real
57,250,real
57,530,real
57,100,real
57,740,real
58,210,real
58,430,real
58,640,real
58,620,real
59,560,real
59,250,real
59,400,real
59,1050,real
60,990,real
60,390,real
60,930,real
60,240,real
60,590,real
61,270,real
61,280,real
62,340,real
62,490,real
62,170,real
63,660,real
63,220,real
63,750,real
64,230,real
64,990,real
64,360,real
65,1030,real
66,210,real
67,700,real
67,730,real
68,560,real
69,390,real
69,310,real
69,450,real
69,1030,real
70,790,real
71,680,real
71,1040,real
71,860,real
71,370,real
71,230,real
72,1080,real
73,210,real
73,660,real
74,400,real
75,820,real
75,490,real
75,460,real
75,260,real
75,1070,real
76,840,real
76,310,real
77,130,real
77,160,real
77,680,real
77,490,real
77,1000,real
78,220,real
78,510,real
79,1000,real
80,610,real
80,840,real
81,630,real
81,160,real
81,660,real
81,430,real
82,140,real
82,870,real
82,180,real
82,470,real
82,530,real
83,230,real
83,370,real
83,550,real
83,610,real
84,680,real
84,480,real
84,960,real
84,930,real
84,1000,real
85,450,real
85,470,real
86,930,real
87,130,real
87,1020,real
87,950,real
87,350,real
88,610,real
89,920,real
89,810,real
89,500,real
90,510,real
90,570,real
90,900,real
91,780,real
91,1050,real
91,110,real
92,480,real
92,510,real
92,700,real
92,100,real
93,310,real
93,260,real
93,550,real
93,170,real
94,820,real
94,290,real
94,990,real
95,170,real
95,490,real
95,460,real
96,470,real
96,570,real
96,630,real
96,930,real
97,1060,real
97,810,real
98,490,real
98,260,real
98,660,real
98,180,real
98,430,real
99,650,real
99,180,real
99,470,real
99,200,real
99,440,real
100,660,real
101,1090,real
101,290,real
102,1010,real
103,890,real
103,550,real
103,300,real
103,210,real
103,790,real
104,1040,real
104,670,real
104,840,real
104,270,real
105,830,real
105,720,real
105,210,real
105,340,real
105,1050,real
106,290,real
106,740,real
106,130,real
106,990,real
107,890,real
107,770,real
107,150,real
107,970,real
108,170,real
108,200,real
109,640,real
109,750,real
110,460,real
110,260,real
110,500,real
110,620,real
111,200,real
111,1060,real
111,920,real
111,1010,real
111,470,real
112,160,real
112,900,real
112,180,real
112,920,real
113,320,real
113,870,real
113,1040,real
114,800,real
114,1090,real
114,160,real
115,850,real
115,860,real
115,1020,real
115,270,real
116,130,real
116,910,real
116,200,real
117,390,real
117,990,real
117,240,real
118,690,real
118,910,real
119,840,real
119,1060,real
119,100,real
119,250,real
120,600,real
120,360,real
120,1000,real
121,390,real
121,930,real
122,760,real
123,310,real
124,580,real
125,700,real
125,250,real
125,130,real
125,140,real
126,150,real
126,690,real
126,220,real
126,480,real
127,620,real
127,140,real
127,950,real
127,160,real
128,510,real
128,250,real
128,1080,real
128,360,real
129,300,real
129,160,real
129,520,real
130,860,real
130,960,real
130,250,real
131,610,real
131,910,real
131,1040,real
131,750,real
131,660,real
132,460,real
132,1040,real
132,880,real
132,120,real
133,160,real
133,720,real
133,980,real
133,1000,real
134,820,real
134,940,real
134,990,real
134,540,real
134,680,real
135,580,real
135,700,real
136,1080,real
136,900,real
136,650,real
136,910,real
136,670,real
137,220,real
138,580,real
138,400,real
138,1060,real
138,270,real
138,990,real
139,590,real
139,230,real
139,400,real
140,870,real
141,500,real
141,120,real
141,100,real
141,650,real
141,1050,real
142,390,real
142,500,real
142,900,real
142,700,real
143,170,real
143,810,real
143,290,real
144,160,real
145,430,real
146,1090,real
146,690,real
146,320,real
146,1020,real
146,620,real
147,230,real
148,1010,real
148,120,real
149,1040,real
149,840,real
149,230,real
149,1070,real
149,240,real
150,810,real
