order_id,item_id,order_type
1,780,real
2,960,real
2,690,real
2,550,real
2,920,real
2,280,real
3,690,real
4,240,real
4,480,real
4,710,real
4,330,real
5,600,real
5,470,real
5,420,real
6,1010,real
6,720,real
7,640,real
7,420,real
7,1030,real
7,260,real
8,410,real
9,600,real
9,540,real
9,300,real
10,890,real
10,940,real
10,150,real
10,380,real
10,580,real
11,1070,real
11,210,real
11,150,real
12,270,real
12,1010,real
12,910,real
13,1010,real
14,890,real
15,750,real
15,560,real
15,890,real
15,230,real
15,630,real
16,370,real
17,110,real
17,230,real
17,170,real
17,900,real
18,250,real
18,1000,real
18,370,real
19,710,real
19,630,real
19,1090,real
20,290,real
20,500,real
20,1020,real
20,1040,real
21,1050,real
21,300,real
21,1040,real
21,680,real
22,960,real
22,630,real
23,270,real
23,520,real
24,360,real
24,540,real
25,390,real
25,160,real
26,690,real
27,940,real
27,420,real
27,1040,real
27,530,real
27,520,real
28,480,real
28,910,real
28,120,real
28,520,real
28,240,real
29,450,real
29,730,real
30,330,real
31,310,real
31,760,real
31,190,real
31,920,real
31,410,real
32,860,real
32,490,real
32,630,real
32,570,real
32,640,real
33,390,real
33,170,real
33,1080,real
34,130,real
34,160,real
34,810,real
35,210,real
35,630,real
36,610,real
36,890,real
37,730,real
37,440,real
38,1000,real
38,740,real
39,430,real
39,720,real
39,1050,real
39,750,real
39,600,real
40,990,real
40,1020,real
40,860,real
40,130,real
41,560,real
41,750,real
42,1000,real
42,740,real
42,480,real
42,550,real
43,640,real
43,350,real
43,300,real
43,380,real
43,210,real
44,430,real
44,210,real
44,1010,real
44,400,real
44,830,real
45,850,real
45,870,real
45,800,real
46,470,real
46,990,real
46,830,real
47,430,real
47,720,real
48,890,real
48,380,real
48,720,real
48,900,real
49,820,real
50,800,real
50,620,real
51,460,real
51,710,real
52,420,real
52,380,real
52,120,real
53,710,real
53,110,real
53,750,real
53,450,real
53,990,real
54,580,real
54,350,real
55,1030,real
55,930,real
55,390,real
55,830,real
56,660,real
56,530,real
56,270,real
56,540,real
57,600,real
57,990,real
57,250,real
58,720,real
58,570,real
58,550,real
58,120,real
58,1070,real
59,660,real
59,390,real
59,360,real
59,1060,real
59,410,real
60,610,real
60,350,real
60,560,real
61,480,real
61,100,real
61,390,real
61,910,real
61,350,real
62,930,real
62,560,real
62,300,real
63,250,real
63,450,real
63,480,real
63,1050,real
63,260,real
64,170,real
64,1040,real
64,700,real
64,520,real
64,880,real
65,1050,real
66,860,real
66,410,real
67,820,real
67,260,real
67,890,real
67,480,real
67,280,real
68,560,real
68,530,real
68,430,real
68,300,real
69,610,real
69,810,real
70,240,real
70,400,real
70,230,real
70,510,real
71,550,real
71,200,real
72,220,real
72,630,real
72,1060,real
72,840,real
72,480,real
73,400,real
73,150,real
73,410,real
74,1000,real
74,190,real
74,1070,real
75,1050,real
75,800,real
75,400,real
75,910,real
75,170,real
76,820,real
76,1070,real
77,740,real
77,350,real
77,900,real
77,860,real
77,620,real
78,470,real
78,890,real
78,910,real
78,930,real
79,1040,real
79,990,real
79,1090,real
79,810,real
79,130,real
80,1010,real
80,170,real
81,1090,real
81,310,real
81,650,real
82,870,real
82,310,real
82,700,real
82,160,real
83,1030,real
83,420,real
83,110,real
84,980,real
84,670,real
84,330,real
84,810,real
85,360,real
85,930,real
85,160,real
85,720,real
86,960,real
86,1050,real
86,720,real
87,1060,real
87,880,real
87,190,real
87,590,real
88,280,real
88,490,real
88,770,real
89,1010,real
89,830,real
90,780,real
90,200,real
91,580,real
91,270,real
92,910,real
92,800,real
