order_id,item_id,order_type
1,230,real
1,350,real
1,430,real
1,940,real
2,530,real
2,170,real
2,900,real
3,470,real
3,520,real
3,570,real
3,710,real
3,860,real
4,940,real
4,810,real
4,790,real
5,120,real
5,400,real
5,710,real
5,680,real
5,700,real
6,1020,real
6,720,real
6,360,real
7,930,real
7,320,real
8,970,real
8,110,real
8,960,real
8,210,real
9,890,real
9,560,real
9,910,real
10,300,real
10,780,real
11,730,real
12,200,real
12,770,real
12,400,real
12,550,real
13,370,real
13,170,real
13,420,real
13,1030,real
14,950,real
14,740,real
14,370,real
15,1030,real
16,130,real
16,570,real
16,1040,real
16,870,real
17,870,real
17,1020,real
17,1000,real
17,640,real
17,310,real
18,1030,real
18,750,real
18,260,real
18,500,real
19,740,real
19,940,real
19,790,real
19,380,real
20,660,real
21,480,real
22,700,real
22,590,real
23,280,real
23,1010,real
23,910,real
24,1050,real
24,380,real
24,440,real
25,1040,real
26,530,real
26,1030,real
26,600,real
26,930,real
27,510,real
27,100,real
27,1040,real
27,390,real
27,700,real
28,1060,real
29,420,real
29,700,real
29,940,real
29,770,real
29,570,real
30,1000,real
31,190,real
32,310,real
32,1060,real
32,870,real
33,1080,real
33,970,real
33,790,real
34,990,real
34,1020,real
34,370,real
34,980,real
34,590,real
35,100,real
35,750,real
35,550,real
35,950,real
35,830,real
36,740,real
37,680,real
37,670,real
37,1050,real
38,1090,real
39,830,real
39,470,real
39,920,real
40,480,real
41,640,real
41,160,real
41,910,real
41,670,real
42,510,real
42,730,real
43,760,real
43,370,real
44,730,real
44,260,real
45,1070,real
45,860,real
45,280,real
46,830,real
46,920,real
46,990,real
46,690,real
47,410,real
47,670,real
47,640,real
47,760,real
47,1080,real
48,690,real
48,460,real
49,1080,real
49,850,real
49,280,real
49,440,real
49,300,real
50,570,real
50,630,real
50,970,real
50,1070,real
51,580,real
51,820,real
51,560,real
51,520,real
52,1060,real
52,960,real
53,140,real
54,1020,real
54,810,real
54,240,real
54,680,real
55,200,real
56,360,real
56,440,real
57,750,real
57,140,real
57,680,real
57,980,real
58,330,real
58,320,real
58,150,real
58,700,real
58,170,real
59,510,real
59,740,real
59,320,real
60,330,real
60,630,real
60,450,real
60,1060,real
61,430,real
62,180,real
62,510,real
62,170,real
62,980,real
63,400,real
64,690,real
64,470,real
65,740,real
65,260,real
65,390,real
65,650,real
66,350,real
67,880,real
67,900,real
67,980,real
67,490,real
67,660,real
68,710,real
69,1060,real
70,690,real
70,100,real
70,270,real
70,640,real
70,650,real
71,1060,real
71,890,real
72,640,real
72,620,real
72,940,real
73,250,real
74,100,real
74,940,real
75,220,real
75,660,real
75,930,real
75,140,real
75,850,real
76,420,real
76,560,real
77,400,real
78,550,real
78,330,real
78,190,real
78,680,real
79,860,real
79,140,real
80,910,real
80,490,real
80,800,real
80,600,real
80,320,real
81,190,real
81,1050,real
81,1070,real
81,1040,real
81,440,real
82,560,real
82,370,real
82,860,real
82,260,real
83,360,real
83,990,real
83,130,real
84,600,real
84,860,real
84,430,real
84,1060,real
84,450,real
85,570,real
85,1080,real
85,450,real
86,130,real
86,960,real
87,140,real
87,1030,real
87,300,real
87,1050,real
87,150,real
88,450,real
88,330,real
88,740,real
88,240,real
88,110,real
89,310,real
90,300,real
91,130,real
91,750,real
91,400,real
92,370,real
92,980,real
92,230,real
92,740,real
92,630,real
93,390,real
93,940,real
94,890,real
95,480,real
95,300,real
95,100,real
95,680,real
96,290,real
97,640,real
97,580,real
98,1000,real
98,750,real
99,960,real
99,300,real
100,640,real
101,680,real
101,830,real
101,920,real
102,210,real
102,550,real
102,750,real
102,770,real
103,210,real
103,230,real
103,950,real
103,1080,real
103,260,real
104,350,real
105,150,real
105,940,real
105,890,real
105,600,real
105,480,real
106,490,real
106,510,real
106,130,real
106,240,real
106,160,real
107,770,real
107,240,real
107,400,real
107,320,real
107,820,real
108,350,real
108,140,real
108,390,real
109,570,real
109,280,real
110,250,real
110,670,real
110,380,real
111,680,real
111,220,real
111,400,real
112,410,real
112,690,real
112,360,real
112,980,real
112,160,real
113,370,real
113,440,real
113,600,real
113,920,real
114,890,real
114,590,real
114,840,real
115,740,real
115,880,real
115,490,real
115,1020,real
115,920,real
116,310,real
117,690,real
118,220,real
119,740,real
120,150,real
120,610,real
120,260,real
120,670,real
121,1030,real
121,270,real
122,770,real
122,1020,real
122,120,real
123,730,real
123,490,real
123,420,real
123,530,real
123,990,real
124,180,real
124,450,real
125,130,real
125,370,real
125,830,real
125,400,real
125,500,real
126,200,real
126,790,real
126,220,real
126,150,real
127,1010,real
127,360,real
127,150,real
128,520,real
128,950,real
128,400,real
129,1060,real
129,580,real
129,600,real
129,550,real
129,350,real
130,1070,real
130,900,real
130,870,real
131,240,real
131,290,real
132,280,real
132,350,real
133,820,real
133,870,real
134,700,real
135,910,real
136,470,real
136,110,real
136,1080,real
137,450,real
137,380,real
138,300,real
138,570,real
138,180,real
138,310,real
138,980,real
139,900,real
139,150,real
140,420,real
140,820,real
140,110,real
140,660,real
141,210,real
142,1030,real
142,710,real
142,900,real
142,290,real
143,920,real
143,100,real
143,1040,real
144,480,real
144,910,real
144,940,real
145,590,real
146,930,real
146,940,real
146,770,real
146,290,real
147,820,real
148,530,real
149,610,real
149,200,real
150,640,real
150,660,real
150,930,real
150,1080,real
150,100,real
151,700,real
151,240,real
151,1030,real
151,720,real
151,520,real
152,160,real
152,470,real
152,410,real
152,290,real
153,970,real
154,1070,real
155,700,real
156,830,real
156,280,real
156,920,real
156,400,real
156,680,real
157,960,real
157,720,real
157,870,real
157,290,real
157,430,real
158,210,real
