order_id,item_id,order_type
1,360,real
1,1080,real
1,1020,real
2,280,real
3,970,real
3,1070,real
3,1060,real
3,770,real
4,670,real
4,280,real
5,900,real
5,490,real
5,470,real
6,420,real
6,500,real
6,540,real
6,780,real
7,550,real
7,670,real
7,270,real
7,710,real
7,290,real
8,280,real
8,490,real
8,130,real
8,210,real
8,380,real
9,470,real
9,590,real
10,900,real
10,880,real
11,570,real
11,350,real
11,650,real
11,610,real
12,580,real
12,390,real
13,680,real
13,860,real
14,640,real
14,520,real
14,730,real
14,890,real
14,930,real
15,1090,real
15,1070,real
15,920,real
16,670,real
16,710,real
17,390,real
17,430,real
17,220,real
17,190,real
17,360,real
18,350,real
18,1000,real
18,620,real
18,370,real
19,930,real
19,120,real
19,1010,real
20,410,real
20,670,real
20,920,real
21,840,real
21,1030,real
21,650,real
21,800,real
22,500,real
23,850,real
23,410,real
23,1050,real
23,810,real
24,360,real
24,110,real
25,600,real
25,910,real
25,300,real
25,480,real
25,340,real
26,840,real
26,780,real
27,100,real
27,340,real
28,140,real
28,900,real
29,380,real
29,980,real
30,420,real
31,280,real
31,1000,real
31,160,real
31,470,real
31,500,real
32,320,real
33,840,real
33,800,real
33,140,real
34,260,real
34,110,real
34,750,real
34,950,real
34,1020,real
35,570,real
36,230,real
36,120,real
36,1000,real
37,240,real
37,960,real
37,300,real
38,960,real
39,1050,real
39,310,real
39,780,real
39,550,real
39,280,real
40,560,real
41,240,real
41,850,real
41,360,real
42,570,real
42,780,real
43,1000,real
43,150,real
43,1050,real
44,880,real
44,140,real
44,600,real
45,840,real
46,1080,real
46,470,real
46,750,real
46,1090,real
46,530,real
47,1020,real
47,920,real
47,1050,real
48,340,real
48,900,real
49,1010,real
49,260,real
50,780,real
50,260,real
50,110,real
50,560,real
51,850,real
51,700,real
51,950,real
51,580,real
52,830,real
52,420,real
52,220,real
53,1070,real
53,760,real
53,610,real
54,590,real
54,250,real
54,720,real
54,340,real
55,790,real
55,230,real
56,150,real
57,1070,real
58,460,real
59,290,real
59,250,real
59,310,real
59,610,real
59,340,real
60,390,real
60,770,real
61,400,real
61,770,real
62,520,real
63,820,real
64,840,real
64,760,real
65,870,real
65,100,real
65,750,real
66,490,real
66,530,real
66,350,real
67,870,real
67,140,real
67,790,real
67,130,real
67,830,real
68,990,real
69,650,real
69,550,real
69,150,real
69,260,real
69,510,real
70,770,real
70,100,real
70,420,real
70,520,real
70,200,real
71,480,real
72,440,real
72,640,real
72,760,real
73,810,real
74,150,real
74,590,real
75,320,real
75,810,real
75,610,real
75,1000,real
76,440,real
76,120,real
76,560,real
77,230,real
77,680,real
77,350,real
78,1060,real
78,1030,real
78,820,real
78,850,real
78,110,real
79,850,real
80,390,real
80,400,real
80,790,real
80,540,real
81,270,real
82,540,real
82,610,real
82,140,real
82,820,real
83,160,real
83,590,real
83,540,real
83,580,real
83,370,real
84,1060,real
85,210,real
85,240,real
85,680,real
86,690,real
86,300,real
86,260,real
86,600,real
86,370,real
87,910,real
87,590,real
87,940,real
87,150,real
87,900,real
88,540,real
88,990,real
88,820,real
88,840,real
89,140,real
89,350,real
89,1010,real
89,640,real
89,170,real
90,310,real
90,990,real
90,890,real
91,540,real
91,870,real
91,1060,real
92,990,real
92,360,real
92,830,real
92,470,real
93,920,real
93,930,real
93,1070,real
93,150,real
94,990,real
94,910,real
95,820,real
95,1040,real
95,790,real
95,670,real
96,560,real
96,670,real
97,650,real
97,810,real
97,360,real
97,1020,real
98,680,real
98,700,real
98,530,real
99,920,real
99,100,real
99,560,real
99,1070,real
100,280,real
100,830,real
100,160,real
101,210,real
102,850,real
102,800,real
103,620,real
104,570,real
105,1080,real
106,230,real
106,850,real
106,730,real
107,120,real
107,140,real
107,750,real
108,520,real
109,420,real
109,1090,real
110,160,real
110,550,real
110,230,real
111,320,real
111,260,real
112,680,real
112,860,real
113,570,real
113,420,real
113,550,real
113,1080,real
113,540,real
114,940,real
114,670,real
115,840,real
115,500,real
116,320,real
117,600,real
117,290,real
117,650,real
118,810,real
118,350,real
119,430,real
120,1080,real
120,610,real
120,940,real
121,550,real
122,1020,real
122,150,real
122,380,real
122,730,real
122,910,real
123,790,real
123,1080,real
123,860,real
123,300,real
124,870,real
125,850,real
125,600,real
125,110,real
126,1020,real
126,940,real
127,640,real
127,210,real
127,150,real
127,750,real
128,1000,real
128,430,real
128,510,real
129,370,real
130,100,real
130,540,real
130,1010,real
130,770,real
131,1030,real
131,890,real
132,610,real
132,630,real
133,790,real
134,450,real
134,590,real
134,940,real
134,700,real
134,500,real
135,1000,real
135,730,real
135,700,real
135,950,real
136,430,real
137,710,real
137,1080,real
137,170,real
137,840,real
137,100,real
138,790,real
138,400,real
138,720,real
138,540,real
139,1030,real
140,130,real
140,180,real
141,270,real
141,140,real
141,450,real
141,590,real
141,440,real
142,1010,real
143,800,real
144,650,real
144,610,real
144,1010,real
144,230,real
144,360,real
145,500,real
146,440,real
146,190,real
146,320,real
146,1030,real
147,970,real
147,290,real
147,570,real
147,1080,real
147,530,real
148,360,real
149,410,real
149,370,real
149,520,real
149,200,real
149,150,real
150,660,real
151,470,real
152,510,real
152,960,real
152,640,real
153,970,real
153,100,real
153,690,real
153,660,real
153,130,real
154,100,real
154,1040,real
154,870,real
154,1050,real
155,1090,real
155,780,real
156,730,real
156,920,real
156,440,real
157,620,real
157,870,real
157,580,real
157,780,real
157,210,real
158,1020,real
158,110,real
158,710,real
158,120,real
158,400,real
159,1000,real
159,510,real
159,270,real
159,900,real
159,700,real
160,210,real
160,850,real
161,730,real
161,720,real
161,460,real
162,400,real
163,270,real
164,1090,real
165,910,real
166,480,real
166,670,real
166,730,real
166,240,real
166,950,real
167,390,real
167,260,real
167,490,real
167,680,real
167,440,real
168,150,real
168,700,real
168,680,real
168,650,real
168,840,real
169,790,real
169,360,real
170,150,real
170,540,real
171,500,real
171,710,real
171,700,real
172,550,real
173,910,real
173,420,real
173,760,real
173,500,real
173,680,real
174,1090,real
174,700,real
175,180,real
175,220,real
175,310,real
175,1030,real
176,880,real
177,640,real
177,370,real
177,470,real
177,220,real
177,990,real
178,370,real
179,440,real
179,910,real
179,950,real
179,870,real
179,810,real
180,790,real
180,740,real
181,360,real
181,540,real
181,470,real
181,610,real
181,1070,real
182,1030,real
182,130,real
182,200,real
