order_id,item_id,order_type
1,120,real
1,980,real
1,860,real
1,390,real
1,750,real
2,510,real
2,640,real
2,540,real
2,480,real
2,960,real
3,220,real
3,100,real
3,490,real
3,620,real
4,670,real
5,830,real
5,730,real
5,430,real
5,110,real
6,230,real
6,960,real
7,1080,real
7,240,real
8,420,real
9,880,real
9,990,real
9,670,real
9,710,real
9,500,real
10,400,real
11,830,real
11,520,real
11,330,real
11,540,real
11,150,real
12,580,real
12,150,real
12,560,real
12,330,real
13,1050,real
13,330,real
13,520,real
13,400,real
13,130,real
14,640,real
14,1040,real
15,210,real
15,930,real
16,470,real
16,820,real
16,960,real
16,650,real
16,840,real
17,260,real
18,490,real
18,450,real
18,720,real
18,340,real
18,1020,real
19,100,real
19,210,real
20,560,real
20,460,real
21,150,real
21,580,real
22,470,real
22,530,real
23,610,real
23,160,real
24,960,real
25,700,real
26,740,real
26,580,real
27,530,real
27,840,real
27,630,real
28,530,real
28,170,real
28,1020,real
29,720,real
29,230,real
29,1010,real
30,220,real
30,740,real
30,640,real
30,240,real
31,570,real
31,200,real
32,260,real
32,850,real
32,460,real
33,1070,real
33,580,real
33,550,real
33,1090,real
33,870,real
34,780,real
34,130,real
35,1040,real
35,1000,real
35,730,real
35,710,real
36,580,real
36,740,real
37,220,real
37,920,real
37,1080,real
37,430,real
38,320,real
38,250,real
38,1010,real
39,470,real
39,720,real
39,260,real
39,390,real
39,180,real
40,930,real
41,540,real
41,170,real
41,440,real
42,330,real
43,450,real
43,730,real
43,160,real
44,320,real
44,760,real
44,560,real
44,360,real
44,770,real
45,910,real
46,300,real
46,870,real
47,380,real
47,330,real
47,810,real
47,290,real
48,1020,real
48,800,real
49,340,real
49,780,real
49,1020,real
50,410,real
50,300,real
50,350,real
51,120,real
52,610,real
52,120,real
52,950,real
52,720,real
52,900,real
53,500,real
53,1090,real
53,450,real
53,660,real
53,1080,real
54,410,real
55,390,real
55,780,real
55,1010,real
55,980,real
56,330,real
56,430,real
56,400,real
56,240,real
57,260,real
57,970,real
57,790,real
58,590,real
58,790,real
58,190,real
58,1060,real
58,480,real
59,670,real
60,430,real
60,120,real
60,900,real
60,1010,real
61,530,real
62,210,real
62,960,real
62,120,real
63,390,real
64,180,real
64,920,real
64,1090,real
65,910,real
65,800,real
65,830,real
66,360,real
66,600,real
67,930,real
67,740,real
68,220,real
68,820,real
68,800,real
68,1030,real
68,510,real
69,430,real
70,600,real
70,570,real
70,1070,real
71,360,real
71,180,real
71,390,real
72,140,real
72,770,real
72,530,real
73,490,real
73,840,real
73,630,real
73,190,real
73,360,real
74,190,real
75,310,real
75,1040,real
76,200,real
76,500,real
76,870,real
76,960,real
76,260,real
77,160,real
77,530,real
77,790,real
77,580,real
77,230,real
78,520,real
79,1050,real
79,770,real
79,110,real
79,580,real
80,1050,real
80,170,real
81,310,real
82,1080,real
82,840,real
83,300,real
84,520,real
84,740,real
84,840,real
84,240,real
85,790,real
86,600,real
86,640,real
86,770,real
86,740,real
87,670,real
87,730,real
87,140,real
88,160,real
89,450,real
89,440,real
89,510,real
90,1040,real
91,380,real
91,540,real
91,510,real
91,830,real
92,120,real
93,650,real
93,720,real
93,150,real
94,770,real
94,200,real
94,1070,real
95,380,real
95,860,real
96,160,real
96,680,real
96,340,real
96,930,real
96,690,real
97,700,real
97,980,real
97,400,real
97,630,real
98,990,real
99,230,real
99,830,real
99,320,real
99,350,real
100,230,real
101,620,real
101,340,real
101,810,real
101,220,real
101,420,real
102,100,real
103,540,real
103,1080,real
103,980,real
104,620,real
104,600,real
104,1070,real
104,350,real
105,930,real
105,560,real
105,890,real
105,130,real
105,700,real
106,480,real
106,580,real
106,930,real
107,560,real
107,1000,real
107,840,real
107,870,real
107,290,real
108,230,real
108,750,real
108,960,real
108,180,real
109,540,real
109,500,real
109,650,real
109,210,real
110,160,real
111,1050,real
111,240,real
111,660,real
112,1060,real
112,710,real
113,330,real
113,700,real
113,550,real
114,670,real
114,200,real
114,860,real
114,720,real
114,650,real
115,220,real
115,1040,real
116,660,real
116,190,real
116,120,real
117,530,real
117,1040,real
118,160,real
118,230,real
119,920,real
119,270,real
119,140,real
119,910,real
119,690,real
120,1030,real
121,1040,real
121,510,real
121,860,real
121,680,real
122,470,real
122,1000,real
122,400,real
122,870,real
123,390,real
123,140,real
123,850,real
123,490,real
124,140,real
124,970,real
124,240,real
125,200,real
125,950,real
126,940,real
126,380,real
127,730,real
127,260,real
128,280,real
128,370,real
128,870,real
129,220,real
129,160,real
130,210,real
131,1030,real
131,140,real
131,750,real
131,620,real
132,830,real
132,300,real
133,380,real
133,730,real
134,230,real
134,1090,real
134,450,real
134,1080,real
135,480,real
135,920,real
135,1030,real
135,240,real
135,850,real
136,980,real
136,500,real
136,180,real
136,950,real
137,240,real
137,580,real
138,110,real
138,180,real
139,130,real
139,220,real
140,550,real
141,1080,real
142,790,real
142,760,real
142,570,real
143,330,real
144,780,real
144,890,real
144,860,real
144,900,real
145,460,real
145,690,real
146,470,real
147,740,real
147,570,real
148,180,real
148,750,real
148,870,real
149,380,real
149,940,real
150,530,real
150,1020,real
151,550,real
151,870,real
151,970,real
152,120,real
153,350,real
153,170,real
153,1030,real
153,280,real
154,380,real
154,550,real
155,500,real
156,1090,real
156,350,real
157,680,real
157,510,real
157,360,real
157,220,real
158,810,real
158,1030,real
158,240,real
158,800,real
159,910,real
159,470,real
159,800,real
160,1040,real
160,330,real
160,130,real
161,420,real
161,1040,real
161,660,real
161,570,real
161,600,real
162,370,real
162,600,real
162,1010,real
162,590,real
163,390,real
164,970,real
164,170,real
164,230,real
165,240,real
165,760,real
165,160,real
165,940,real
165,610,real
166,280,real
166,440,real
166,880,real
166,920,real
167,960,real
167,720,real
168,970,real
169,940,real
169,1080,real
169,470,real
170,840,real
171,1080,real
172,590,real
172,150,real
173,680,real
173,920,real
173,100,real
174,740,real
174,200,real
174,910,real
174,370,real
174,470,real
175,290,real
175,300,real
175,350,real
175,1040,real
175,590,real
176,810,real
176,880,real
176,310,real
176,560,real
176,420,real
177,640,real
177,250,real
177,120,real
177,810,real
178,110,real
178,510,real
178,930,real
179,260,real
179,180,real
179,850,real
179,840,real
180,290,real
181,280,real
181,650,real
182,540,real
182,680,real
182,110,real
182,890,real
182,320,real
183,890,real
184,380,real
184,500,real
184,290,real
184,440,real
184,140,real
185,100,real
185,350,real
185,330,real
186,570,real
186,330,real
186,660,real
186,510,real
186,430,real
187,290,real
187,510,real
187,160,real
187,770,real
187,1070,real
188,780,real
188,920,real
188,380,real
188,550,real
188,570,real
189,890,real
189,510,real
189,1040,real
189,130,real
189,640,real
190,370,real
191,200,real
191,550,real
191,180,real
191,480,real
192,670,real
193,870,real
193,230,real
193,600,real
193,430,real
194,410,real
194,730,real
194,1050,real
194,1060,real
195,1080,real
195,860,real
195,700,real
195,110,real
195,240,real
196,700,real
196,220,real
196,980,real
196,960,real
197,200,real
197,150,real
197,1070,real
197,810,real
198,660,real
198,870,real
199,800,real
199,960,real
200,580,real
200,920,real
201,1080,real
201,830,real
201,320,real
202,690,real
202,260,real
202,440,real
202,1050,real
203,480,real
204,630,real
204,280,real
204,940,real
205,160,real
206,650,real
206,540,real
206,210,real
206,240,real
207,340,real
207,990,real
208,470,real
208,240,real
209,510,real
209,860,real
210,230,real
211,990,real
211,610,real
211,700,real
211,490,real
212,950,real
212,250,real
212,710,real
213,240,real
213,110,real
213,1080,real
214,1040,real
215,500,real
215,270,real
215,840,real
216,750,real
216,740,real
217,620,real
217,140,real
217,580,real
217,960,real
218,1060,real
218,830,real
219,490,real
219,120,real
220,350,real
220,560,real
220,150,real
221,270,real
