order_id,item_id,order_type
1,860,real
2,1000,real
2,800,real
2,360,real
2,890,real
3,700,real
3,970,real
3,1040,real
3,980,real
3,280,real
4,120,real
5,700,real
5,710,real
5,240,real
6,820,real
6,450,real
6,480,real
7,680,real
7,770,real
8,360,real
8,880,real
8,590,real
9,630,real
9,810,real
9,520,real
10,990,real
10,790,real
11,600,real
11,540,real
12,310,real
12,730,real
12,100,real
12,370,real
13,550,real
13,840,real
14,270,real
14,140,real
15,840,real
15,890,real
15,470,real
15,110,real
16,620,real
16,1080,real
17,790,real
18,420,real
18,230,real
18,150,real
19,920,real
19,470,real
19,1020,real
19,730,real
20,790,real
21,410,real
21,240,real
21,730,real
22,450,real
22,430,real
22,800,real
22,290,real
22,830,real
23,930,real
23,740,real
23,590,real
23,1050,real
24,180,real
24,220,real
24,750,real
25,360,real
25,500,real
26,470,real
27,890,real
27,850,real
27,1060,real
28,720,real
28,470,real
28,410,real
29,340,real
29,420,real
29,360,real
29,390,real
30,640,real
30,960,real
30,860,real
30,620,real
30,900,real
31,310,real
31,300,real
31,850,real
31,460,real
31,730,real
32,740,real
33,590,real
34,750,real
34,660,real
35,820,real
35,980,real
35,670,real
35,1010,real
36,230,real
36,860,real
36,340,real
37,400,real
37,700,real
37,520,real
37,680,real
38,590,real
39,620,real
39,870,real
40,1060,real
40,100,real
40,200,real
41,390,real
41,650,real
41,120,real
41,460,real
41,540,real
42,650,real
42,600,real
42,970,real
42,230,real
42,820,real
43,100,real
43,770,real
43,220,real
44,840,real
45,590,real
45,630,real
45,330,real
45,700,real
46,940,real
47,530,real
47,730,real
47,170,real
48,660,real
49,890,real
49,400,real
49,860,real
49,560,real
50,210,real
51,280,real
51,640,real
51,810,real
51,790,real
52,760,real
53,710,real
53,860,real
54,430,real
54,640,real
54,740,real
54,490,real
55,410,real
55,680,real
55,250,real
55,280,real
55,1050,real
56,870,real
56,1060,real
57,220,real
57,610,real
57,1090,real
58,540,real
58,240,real
58,430,real
59,330,real
59,400,real
59,380,real
59,340,real
59,480,real
60,480,real
60,110,real
60,800,real
61,700,real
61,250,real
62,920,real
62,710,real
62,210,real
62,1050,real
62,1060,real
63,640,real
64,100,real
64,210,real
65,420,real
65,850,real
65,810,real
65,950,real
66,600,real
66,380,real
66,940,real
66,630,real
67,990,real
67,940,real
67,270,real
67,1010,real
68,630,real
68,400,real
68,240,real
68,540,real
69,470,real
69,920,real
69,1020,real
69,740,real
69,1080,real
70,320,real
70,450,real
71,460,real
71,920,real
71,190,real
72,920,real
72,300,real
72,760,real
73,510,real
74,340,real
75,640,real
75,900,real
75,250,real
75,770,real
76,830,real
76,800,real
76,520,real
77,700,real
77,640,real
77,550,real
77,1090,real
77,800,real
78,650,real
78,170,real
78,830,real
78,440,real
78,230,real
79,320,real
79,880,real
80,870,real
81,710,real
81,310,real
81,720,real
81,690,real
82,490,real
82,830,real
83,230,real
83,780,real
83,840,real
83,200,real
84,110,real
85,720,real
86,680,real
86,900,real
86,1010,real
86,470,real
87,250,real
87,780,real
87,270,real
88,770,real
88,940,real
88,240,real
88,100,real
89,410,real
89,1050,real
89,630,real
90,800,real
90,620,real
90,680,real
90,280,real
91,900,real
91,730,real
92,930,real
92,820,real
92,970,real
92,770,real
93,860,real
94,810,real
95,310,real
95,260,real
95,1060,real
96,850,real
96,170,real
96,860,real
97,990,real
97,240,real
98,1080,real
98,520,real
98,870,real
98,290,real
98,1070,real
99,230,real
100,710,real
101,220,real
101,610,real
101,1010,real
102,450,real
102,590,real
102,1070,real
103,240,real
103,810,real
104,620,real
104,570,real
104,100,real
104,800,real
105,370,real
105,1030,real
106,590,real
107,100,real
108,1000,real
108,230,real
108,220,real
108,970,real
108,1050,real
109,710,real
110,800,real
110,740,real
110,1030,real
110,910,real
110,670,real
111,230,real
111,670,real
112,760,real
112,940,real
112,120,real
112,160,real
113,100,real
113,980,real
113,970,real
113,860,real
114,690,real
114,1080,real
114,790,real
115,510,real
115,760,real
116,650,real
116,380,real
117,820,real
