order_id,item_id,order_type
1,660,real
1,330,real
2,570,real
2,880,real
3,350,real
3,850,real
4,580,real
4,330,real
5,170,real
5,450,real
5,530,real
5,330,real
6,490,real
6,860,real
6,610,real
6,900,real
6,870,real
7,530,real
7,1070,real
7,830,real
7,130,real
7,420,real
8,240,real
8,530,real
8,550,real
9,220,real
9,480,real
10,290,real
10,800,real
10,480,real
10,670,real
10,240,real
11,160,real
12,140,real
12,480,real
12,780,real
13,140,real
13,170,real
13,100,real
13,270,real
13,610,real
14,990,real
14,1070,real
14,230,real
14,1060,real
14,330,real
15,460,real
15,990,real
15,160,real
15,190,real
15,1040,real
16,210,real
16,750,real
16,780,real
16,240,real
17,680,real
17,500,real
17,310,real
17,1070,real
18,120,real
18,790,real
19,720,real
19,280,real
19,440,real
19,270,real
20,680,real
20,190,real
20,540,real
21,380,real
21,960,real
22,170,real
22,950,real
22,250,real
22,1030,real
23,560,real
23,900,real
23,870,real
24,900,real
24,350,real
25,1030,real
26,130,real
26,650,real
26,1000,real
26,380,real
26,1070,real
27,630,real
27,510,real
27,820,real
27,180,real
27,370,real
28,600,real
28,630,real
28,490,real
28,340,real
29,750,real
29,700,real
29,570,real
29,920,real
29,1020,real
30,460,real
30,100,real
30,630,real
30,900,real
30,740,real
31,520,real
31,900,real
31,350,real
31,1000,real
31,600,real
32,630,real
32,760,real
32,410,real
32,860,real
32,880,real
33,280,real
33,510,real
34,810,real
34,1070,real
34,650,real
34,380,real
34,500,real
35,730,real
35,1090,real
36,880,real
36,1000,real
36,490,real
37,230,real
37,650,real
37,780,real
37,250,real
37,830,real
38,480,real
39,530,real
39,310,real
39,860,real
39,510,real
39,160,real
40,340,real
41,940,real
41,140,real
41,360,real
42,340,real
42,1060,real
43,1060,real
43,130,real
43,1050,real
43,120,real
44,500,real
44,720,real
44,1010,real
44,530,real
44,210,real
45,210,real
45,490,real
45,670,real
46,150,real
46,590,real
47,590,real
47,360,real
47,560,real
48,280,real
48,330,real
48,300,real
48,880,real
48,850,real
49,490,real
49,270,real
49,770,real
49,320,real
49,520,real
50,430,real
50,970,real
50,590,real
51,860,real
51,780,real
52,650,real
53,1060,real
53,460,real
53,470,real
53,500,real
53,420,real
54,150,real
54,600,real
54,800,real
54,180,real
55,380,real
55,420,real
56,470,real
56,410,real
56,1060,real
57,950,real
57,550,real
58,150,real
58,330,real
58,280,real
59,230,real
59,900,real
60,680,real
60,1020,real
60,900,real
60,580,real
60,840,real
61,850,real
61,560,real
61,710,real
61,860,real
61,140,real
62,950,real
62,490,real
63,830,real
63,120,real
63,720,real
63,460,real
63,1000,real
64,230,real
64,840,real
64,1030,real
64,740,real
65,760,real
65,520,real
65,420,real
65,970,real
65,830,real
66,110,real
66,390,real
66,230,real
67,930,real
68,300,real
68,230,real
68,330,real
68,760,real
68,750,real
69,340,real
70,350,real
70,140,real
70,420,real
70,700,real
71,620,real
71,790,real
71,300,real
71,840,real
71,350,real
72,730,real
72,630,real
73,770,real
74,230,real
74,1000,real
74,480,real
