order_id,item_id,order_type,site
1,360,real,F20
1,1080,real,F20
1,1020,real,F20
2,280,real,F9
3,970,real,F20
3,1070,real,F20
3,1060,real,F20
3,770,real,F20
4,670,real,F20
4,280,real,F20
5,900,real,F20
5,490,real,F20
5,470,real,F20
6,420,real,F18
6,500,real,F18
6,540,real,F18
6,780,real,F18
7,550,real,F12
7,670,real,F12
7,270,real,F12
7,710,real,F12
7,290,real,F12
8,280,real,F18
8,490,real,F18
8,130,real,F18
8,210,real,F18
8,380,real,F18
9,470,real,F19
9,590,real,F19
10,900,real,F20
10,880,real,F20
11,570,real,F13
11,350,real,F13
11,650,real,F13
11,610,real,F13
12,580,real,F9
12,390,real,F9
13,680,real,F15
13,860,real,F15
14,640,real,F20
14,520,real,F20
14,730,real,F20
14,890,real,F20
14,930,real,F20
15,1090,real,F20
15,1070,real,F20
15,920,real,F20
16,670,real,F20
16,710,real,F20
17,390,real,F5
17,430,real,F5
17,220,real,F5
17,190,real,F5
17,360,real,F5
18,350,real,F20
18,1000,real,F20
18,620,real,F20
18,370,real,F20
19,930,real,F20
19,120,real,F20
19,1010,real,F20
20,410,real,F20
20,670,real,F20
20,920,real,F20
21,840,real,F20
21,1030,real,F20
21,650,real,F20
21,800,real,F20
22,500,real,F12
23,850,real,F20
23,410,real,F20
23,1050,real,F20
23,810,real,F20
24,360,real,F10
24,110,real,F10
25,600,real,F20
25,910,real,F20
25,300,real,F20
25,480,real,F20
25,340,real,F20
26,840,real,F20
26,780,real,F20
27,100,real,F5
27,340,real,F5
28,140,real,F18
28,900,real,F18
29,380,real,F18
29,980,real,F18
30,420,real,F6
31,280,real,F18
31,1000,real,F18
31,160,real,F18
31,470,real,F18
31,500,real,F18
32,320,real,F6
33,840,real,F20
33,800,real,F20
33,140,real,F20
34,260,real,F20
34,110,real,F20
34,750,real,F20
34,950,real,F20
34,1020,real,F20
35,570,real,F13
36,230,real,F17
36,120,real,F17
36,1000,real,F17
37,240,real,F19
37,960,real,F19
37,300,real,F19
38,960,real,F20
39,1050,real,F19
39,310,real,F19
39,780,real,F19
39,550,real,F19
39,280,real,F19
40,560,real,F19
41,240,real,F20
41,850,real,F20
41,360,real,F20
42,570,real,F14
42,780,real,F14
43,1000,real,F20
