order_id,item_id,order_type,site
1,220,real,F14
1,480,real,F14
1,780,real,F14
2,190,real,F6
3,820,real,F20
3,400,real,F20
3,410,real,F20
3,130,real,F20
4,450,real,F16
4,540,real,F16
4,840,real,F16
5,590,real,F20
5,570,real,F20
5,230,real,F20
5,940,real,F20
5,190,real,F20
6,250,real,F16
6,720,real,F16
6,540,real,F16
6,890,real,F16
6,550,real,F16
7,740,real,F20
7,230,real,F20
7,1090,real,F20
8,160,real,F8
9,470,real,F11
9,410,real,F11
10,1090,real,F20
10,720,real,F20
10,970,real,F20
11,600,real,F15
11,810,real,F15
12,280,real,F20
12,900,real,F20
13,380,real,F6
13,390,real,F6
14,220,real,F20
14,850,real,F20
14,630,real,F20
14,810,real,F20
14,860,real,F20
15,680,real,F15
16,290,real,F20
16,320,real,F20
16,770,real,F20
17,1040,real,F20
17,900,real,F20
18,670,real,F13
19,300,real,F20
19,810,real,F20
19,200,real,F20
19,350,real,F20
20,1070,real,F20
20,740,real,F20
20,1050,real,F20
20,490,real,F20
20,680,real,F20
21,480,real,F15
21,300,real,F15
21,610,real,F15
21,720,real,F15
22,820,real,F20
22,890,real,F20
23,1080,real,F20
23,280,real,F20
23,870,real,F20
24,990,real,F20
24,410,real,F20
24,670,real,F20
24,1030,real,F20
24,280,real,F20
25,460,real,F20
26,680,real,F20
27,180,real,F10
27,580,real,F10
28,260,real,F4
29,240,real,F19
29,640,real,F19
29,680,real,F19
29,600,real,F19
29,310,real,F19
30,590,real,F20
30,640,real,F20
30,410,real,F20
30,760,real,F20
30,570,real,F20
31,770,real,F14
32,1050,real,F20
32,440,real,F20
32,500,real,F20
32,740,real,F20
33,820,real,F20
33,210,real,F20
33,1030,real,F20
33,940,real,F20
33,150,real,F20
34,360,real,F19
34,830,real,F19
34,560,real,F19
34,880,real,F19
34,940,real,F19
35,480,real,F13
35,720,real,F13
35,380,real,F13
35,680,real,F13
36,1010,real,F20
36,1030,real,F20
37,410,real,F20
37,950,real,F20
37,130,real,F20
37,510,real,F20
38,690,real,F20
39,320,real,F20
39,960,real,F20
39,530,real,F20
40,1030,real,F20
40,360,real,F20
40,410,real,F20
41,160,real,F20
41,860,real,F20
41,360,real,F20
42,550,real,F11
43,950,real,F20
44,1050,real,F20
44,780,real,F20
45,150,real,F13
45,430,real,F13
45,250,real,F13
46,1050,real,F20
46,970,real,F20
46,1020,real,F20
46,530,real,F20
47,900,real,F20
47,980,real,F20
47,1000,real,F20
47,520,real,F20
48,940,real,F20
49,960,real,F19
49,600,real,F19
49,610,real,F19
49,720,real,F19
50,170,real,F18
50,900,real,F18
50,320,real,F18
51,1000,real,F19
51,410,real,F19
52,530,real,F20
52,940,real,F20
52,840,real,F20
52,100,real,F20
52,190,real,F20
53,730,real,F20
53,170,real,F20
53,330,real,F20
53,560,real,F20
53,770,real,F20
54,920,real,F16
54,810,real,F16
54,560,real,F16
55,870,real,F20
55,370,real,F20
56,1000,real,F17
56,280,real,F17
57,980,real,F20
58,1060,real,F20
58,990,real,F20
58,570,real,F20
58,390,real,F20
58,220,real,F20
59,900,real,F19
59,420,real,F19
59,760,real,F19
59,180,real,F19
60,100,real,F20
60,980,real,F20
60,390,real,F20
60,1050,real,F20
60,470,real,F20
61,660,real,F12
61,160,real,F12
62,300,real,F13
62,600,real,F13
62,760,real,F13
62,640,real,F13
63,610,real,F13
63,410,real,F13
63,740,real,F13
64,130,real,F6
64,250,real,F6
65,870,real,F20
65,1080,real,F20
65,830,real,F20
66,100,real,F18
66,960,real,F18
66,310,real,F18
66,270,real,F18
66,290,real,F18
67,830,real,F18
67,750,real,F18
67,980,real,F18
67,880,real,F18
68,210,real,F7
69,1020,real,F20
69,570,real,F20
69,970,real,F20
69,880,real,F20
69,590,real,F20
70,570,real,F15
70,510,real,F16
70,240,real,F15
71,910,real,F20
71,660,real,F20
72,1060,real,F20
72,880,real,F20
72,570,real,F20
73,380,real,F20
73,690,real,F20
73,730,real,F20
73,1010,real,F20
73,530,real,F20
74,190,real,F20
74,770,real,F20
74,210,real,F20
74,580,real,F20
74,180,real,F20
75,480,real,F18
75,830,real,F18
75,720,real,F18
75,690,real,F18
76,620,real,F20
76,150,real,F20
76,240,real,F20
76,400,real,F20
77,910,real,F20
77,800,real,F20
77,690,real,F20
78,950,real,F18
79,880,real,F20
80,920,real,F20
80,410,real,F20
80,870,real,F20
80,860,real,F20
80,880,real,F20
81,340,real,F20
81,1020,real,F20
81,660,real,F20
81,1030,real,F20
82,1020,real,F20
82,370,real,F20
83,130,real,F3
84,670,real,F16
84,320,real,F16
84,570,real,F16
84,210,real,F16
84,830,real,F16
85,380,real,F20
85,140,real,F20
85,100,real,F20
85,420,real,F20
85,750,real,F20
86,830,real,F20
86,620,real,F20
86,710,real,F20
87,520,real,F20
87,560,real,F20
87,900,real,F20
88,140,real,F20
88,160,real,F20
88,860,real,F20
88,990,real,F20
89,650,real,F20
89,1090,real,F20
89,1010,real,F20
89,110,real,F20
90,980,real,F20
90,100,real,F20
90,1020,real,F20
90,590,real,F20
91,280,real,F10
91,460,real,F10
92,120,real,F20
92,810,real,F20
92,1070,real,F20
92,830,real,F20
93,870,real,F20
93,140,real,F20
93,500,real,F20
94,550,real,F20
94,960,real,F20
94,520,real,F20
94,200,real,F20
95,400,real,F6
96,480,real,F18
96,560,real,F18
96,780,real,F18
97,1090,real,F20
98,730,real,F18
98,470,real,F18
98,520,real,F18
99,910,real,F19
99,760,real,F19
99,680,real,F19
100,200,real,F10
101,410,real,F20
101,170,real,F20
101,480,real,F20
101,500,real,F20
101,1090,real,F20
102,1070,real,F20
102,840,real,F20
103,580,real,F20
103,810,real,F20
103,1050,real,F20
103,180,real,F20
104,660,real,F20
104,350,real,F20
104,1020,real,F20
105,510,real,F13
105,480,real,F13
105,590,real,F13
105,570,real,F13
105,330,real,F13
106,530,real,F20
106,760,real,F20
106,980,real,F20
106,440,real,F20
106,840,real,F20
107,290,real,F19
107,900,real,F19
107,750,real,F19
108,590,real,F9
108,210,real,F9
109,1080,real,F20
109,170,real,F20
109,830,real,F20
109,900,real,F20
110,420,real,F13
110,700,real,F13
111,1000,real,F20
112,510,real,F11
113,760,real,F16
113,930,real,F16
113,630,real,F16
113,260,real,F20
113,740,real,F16
114,880,real,F20
114,700,real,F20
115,820,real,F20
115,810,real,F20
115,710,real,F20
115,970,real,F20
115,110,real,F20
116,690,real,F19
116,650,real,F19
116,920,real,F19
116,660,real,F19
116,530,real,F19
117,350,real,F19
117,1010,real,F19
117,390,real,F19
117,720,real,F19
118,500,real,F19
118,920,real,F19
119,760,real,F14
119,540,real,F14
119,230,real,F14
120,520,real,F19
120,510,real,F19
120,810,real,F19
120,960,real,F19
121,360,real,F20
121,1090,real,F20
121,650,real,F20
121,760,real,F20
121,890,real,F20
122,780,real,F20
122,960,real,F20
122,530,real,F20
123,670,real,F20
123,950,real,F20
123,560,real,F20
124,1060,real,F20
124,1010,real,F20
124,180,real,F20
125,1060,real,F20
126,610,real,F20
126,670,real,F20
126,760,real,F20
126,110,real,F20
126,820,real,F20
127,590,real,F17
127,600,real,F17
127,400,real,F17
128,900,real,F20
129,100,real,F18
129,910,real,F18
129,680,real,F18
129,610,real,F18
129,840,real,F18
130,110,real,F20
130,260,real,F20
130,1010,real,F20
130,950,real,F20
130,140,real,F20
131,860,real,F17
131,210,real,F17
131,470,real,F17
132,620,real,F20
132,1010,real,F20
133,1000,real,F20
134,510,real,F9
135,890,real,F15
135,220,real,F15
136,370,real,F20
137,1010,real,F20
137,640,real,F20
137,710,real,F20
137,110,real,F20
137,100,real,F20
138,440,real,F16
138,980,real,F16
138,720,real,F16
139,1050,real,F20
140,500,real,F20
140,1010,real,F20
140,530,real,F20
140,780,real,F20
141,990,real,F20
141,280,real,F20
141,1060,real,F20
141,980,real,F20
141,760,real,F20
142,870,real,F19
142,430,real,F19
143,470,real,F20
143,1010,real,F20
143,630,real,F20
143,880,real,F20
143,960,real,F20
144,300,real,F9
144,490,real,F9
145,410,real,F11
145,170,real,F11
145,580,real,F11
146,1070,real,F20
146,1060,real,F20
146,560,real,F20
146,710,real,F20
147,200,real,F20
147,270,real,F20
147,840,real,F20
148,1050,real,F20
148,720,real,F20
148,630,real,F20
148,200,real,F20
149,920,real,F16
150,240,real,F8
151,280,real,F13
151,440,real,F13
151,590,real,F13
151,600,real,F13
152,450,real,F13
152,720,real,F13
152,320,real,F13
152,760,real,F13
153,930,real,F18
153,160,real,F18
154,1090,real,F20
154,140,real,F20
154,810,real,F20
154,200,real,F20
154,610,real,F20
155,240,real,F20
155,860,real,F20
156,1060,real,F20
156,440,real,F20
156,240,real,F20
156,290,real,F20
157,780,real,F17
157,900,real,F17
158,1080,real,F20
158,530,real,F20
158,770,real,F20
158,430,real,F20
158,1040,real,F20
159,1000,real,F17
159,750,real,F17
159,480,real,F17
159,740,real,F17
160,890,real,F15
160,140,real,F15
160,190,real,F15
160,460,real,F15
161,380,real,F20
161,920,real,F20
161,720,real,F20
162,510,real,F11
162,160,real,F11
162,270,real,F11
162,290,real,F11
163,440,real,F19
163,170,real,F19
163,990,real,F19
163,420,real,F19
163,600,real,F19
164,940,real,F20
164,640,real,F20
164,170,real,F20
164,790,real,F20
165,610,real,F11
165,140,real,F11
166,710,real,F14
166,410,real,F14
167,270,real,F7
167,260,real,F7
167,410,real,F7
167,510,real,F7
168,670,real,F15
169,220,real,F14
169,710,real,F14
